timestamp,load,ram_usage
1004000,0.08,0.3578644
1504000,0.08,0.35733828
2004000,0.078431375,0.35782108
2504000,0.08,0.35821664
3004000,0.08,0.35827723
3504000,0.078431375,0.3584152
4004000,0.10204082,0.35854572
4504000,0.05882353,0.35853487
5004000,0.1,0.35851124
5504000,0.083333336,0.35846493
6004000,0.06,0.35791862
6504000,0.1,0.35805702
7004000,0.08,0.3579654
7504000,0.08,0.3583531
8004000,0.08,0.35840583
8504000,0.08,0.35793635
9004000,0.08,0.3582137
9504000,0.06,0.3580585
10004000,0.1,0.35811466
10504000,0.08,0.35812008
11004000,0.05882353,0.35724273
11504000,0.083333336,0.35707867
12004000,0.078431375,0.35711464
12504000,0.1,0.3571373
13004000,0.06,0.3570974
13504000,0.071428575,0.35708705
14004000,0.06,0.35714567
14504000,0.08,0.35673088
15004000,0.1,0.35704517
15504000,0.08,0.35711858
16004000,0.05,0.35709888
16504000,0.08,0.35706046
17004000,0.08,0.35724568
17504000,0.078431375,0.35726538
18004000,0.08,0.35684565
18504000,0.08,0.35689986
19004000,0.08,0.3568496
19504000,0.08,0.35700873
20004000,0.1,0.3570304
20504000,0.05882353,0.3570383
21004000,0.08,0.35707423
21504000,0.1,0.35705405
22004000,0.06,0.357057
22504000,0.08,0.3571762
23004000,0.08,0.3571373
23504000,0.08,0.3573235
24004000,0.078431375,0.3572767
24504000,0.08163265,0.35728213
25004000,0.05882353,0.35725552
25504000,0.08,0.35734618
26004000,0.08,0.35736144
26504000,0.08,0.3573915
27004000,0.078431375,0.3573644
27504000,0.06666667,0.35733238
28004000,0.08,0.3573447
28504000,0.06,0.35736293
29004000,0.1,0.35738066
29504000,0.06,0.35737672
30004000,0.08,0.35763338
30504000,0.08,0.3576122
31004000,0.05882353,0.35758656
31504000,0.1,0.35763288
32004000,0.06,0.35761267
32504000,0.08,0.35755306
33004000,0.08,0.3575501
33504000,0.08,0.35759938
34004000,0.08,0.357559
34504000,0.08,0.35762253
35004000,0.06,0.3574585
35504000,0.08,0.35751316
36004000,0.078431375,0.35752255
36504000,0.1,0.35756195
37004000,0.08,0.3574777
37504000,0.05882353,0.35750332
38004000,0.08,0.35750875
38504000,0.06666667,0.3575058
39004000,0.08,0.35751316
39504000,0.05882353,0.3575329
40004000,0.1,0.35748363
40504000,0.06666667,0.35752892
41004000,0.08,0.35752302
41504000,0.06,0.35753533
42004000,0.1,0.35752353
42504000,0.05882353,0.35747722
43004000,0.08,0.3573698
43504000,0.06,0.35749003
44004000,0.08,0.3574984
44504000,0.08,0.3575708
45004000,0.08,0.35762104
45504000,0.08,0.3577053
46004000,0.06,0.35769004
46504000,0.078431375,0.35801762
47004000,0.08,0.35794273
47504000,0.06,0.35794225
48004000,0.08,0.35801762
48504000,0.1,0.35804865
49004000,0.06,0.35800138
49504000,0.08,0.35800284
50004000,0.08,0.3580196
50504000,0.08,0.3573974
51004000,0.078431375,0.35742104
51504000,0.06,0.3574703
52004000,0.1,0.35746244
52504000,0.06666667,0.35748312
53004000,0.06,0.35746095
53504000,0.06,0.3574506
54004000,0.09803922,0.3574782
54504000,0.06,0.3574304
55004000,0.1,0.35747722
55504000,0.06,0.35743287
56004000,0.06,0.35742253
56504000,0.08,0.357457
57004000,0.1,0.3574595
57504000,0.06,0.3574851
58004000,0.08,0.3574994
58504000,0.078431375,0.35749692
59004000,0.08,0.35742941
59504000,0.06,0.3574304
60004000,0.08,0.35741463
60504000,0.08,0.3575447
61004000,0.078431375,0.35836247
61504000,0.08,0.35838857
62004000,0.1,0.35848022
62504000,0.06,0.3584733
63004000,0.08,0.3585004
63504000,0.08,0.3584945
64004000,0.08,0.35849154
64504000,0.08,0.35847676
65004000,0.08,0.35844472
65504000,0.06,0.3584669
66004000,0.078431375,0.35843784
66504000,0.08,0.3584595
67004000,0.08,0.35833585
67504000,0.08,0.3583408
68004000,0.08,0.35834867
68504000,0.09803922,0.35835212
69004000,0.06,0.3583541
69504000,0.08,0.3582994
70004000,0.08,0.35834226
70504000,0.08,0.35832798
71004000,0.08,0.35836148
71504000,0.08,0.35832798
72004000,0.08,0.3583664
72504000,0.06,0.3584462
73004000,0.08,0.35844374
73504000,0.078431375,0.3584551
74004000,0.08163265,0.35851124
74504000,0.078431375,0.3584063
75004000,0.08,0.35811615
75504000,0.06,0.35823438
76004000,0.08,0.35839006
76504000,0.08,0.35832158
77004000,0.08,0.3583866
77504000,0.08,0.35833043
78004000,0.1,0.3583255
78504000,0.08,0.35830778
79004000,0.05882353,0.35833982
79504000,0.08,0.35826936
80004000,0.08,0.35839793
80504000,0.08,0.35846445
81004000,0.06,0.35848463
81504000,0.1,0.3584339
82004000,0.06,0.358393
82504000,0.1,0.35766193
