timestamp,last_instance_change,instance_changed_count,accel_device_id,baro_device_id,gyro_device_id,mag_device_id,combined_test_ratio[0],combined_test_ratio[1],combined_test_ratio[2],combined_test_ratio[3],combined_test_ratio[4],combined_test_ratio[5],combined_test_ratio[6],combined_test_ratio[7],combined_test_ratio[8],relative_test_ratio[0],relative_test_ratio[1],relative_test_ratio[2],relative_test_ratio[3],relative_test_ratio[4],relative_test_ratio[5],relative_test_ratio[6],relative_test_ratio[7],relative_test_ratio[8],accumulated_gyro_error[0],accumulated_gyro_error[1],accumulated_gyro_error[2],accumulated_gyro_error[3],accumulated_accel_error[0],accumulated_accel_error[1],accumulated_accel_error[2],accumulated_accel_error[3],primary_instance,instances_available,healthy[0],healthy[1],healthy[2],healthy[3],healthy[4],healthy[5],healthy[6],healthy[7],healthy[8],gyro_fault_detected,accel_fault_detected
720000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
1724000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
2736000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
3744000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
4756000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
5764000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
6776000,696000,1,1311004,6620172,1311004,197388,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
7784000,696000,1,1311004,6620172,1311004,197388,0.014391208,0.010555491,0.015800409,0.012009832,0.009226878,0.014850591,nan,nan,nan,1.0,0.004399267,0.0,1.0,0.0049714283,0.003015302,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
8796000,696000,1,1311004,6620172,1311004,197388,0.015100548,0.011433445,0.014771482,0.012501309,0.010693646,0.014935361,nan,nan,nan,1.0,0.006790653,0.0,1.0,0.0049714283,0.007814053,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
9804000,696000,1,1311004,6620172,1311004,197388,0.01172779,0.009027508,0.01103726,0.0063369265,0.00938799,0.011391496,nan,nan,nan,1.0,0.006790653,0.0,1.0,0.0049714283,0.046178862,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
10816000,696000,1,1311004,6620172,1311004,197388,0.008899635,0.006800035,0.007624763,0.007123302,0.0068409992,0.008402078,nan,nan,nan,1.0,0.036560055,0.0,1.0,0.04544641,0.14366192,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
11824000,696000,1,1311004,6620172,1311004,197388,0.014788068,0.014289634,0.0149808815,0.014361674,0.0144779915,0.014478824,nan,nan,nan,1.0,0.036560055,0.0,1.0,0.04544641,0.15765366,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
12836000,696000,1,1311004,6620172,1311004,197388,0.029442888,0.028682211,0.02960106,0.028954579,0.028391501,0.029236991,nan,nan,nan,1.0,0.036560055,0.0,1.0,0.04544641,0.15875842,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,2,6,1,1,1,1,1,1,0,0,0,0,0
