timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
8204000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75632000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
80020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80168000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80272000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80372000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80572000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80672000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80720000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80772000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80972000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81176000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81232000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81280000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81332000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81380000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81432000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81480000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81532000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81580000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81632000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81680000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81732000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81780000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81832000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81880000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81932000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81980000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
