timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
996000,996000,0.71146154,0.010820795,0.025203964,0.7021896,-0.0977828,-0.00314201,-0.028453724,-0.009187347,-0.00025871606,-0.022260314,6.6504957e-09,-8.451977e-10,1.1904767e-10,0.0,0.0,3.014829e-08,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.0008360823,0.002202701,0.0022003434,0.0008596176,10.266282,10.266342,0.20557706,0.40364987,0.40365028,2.4542232,9.999995e-07,9.999687e-07,9.881659e-07,4.0000004e-06,4.0000004e-06,3.999998e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2000000,2000000,0.7114262,0.0083796065,0.022048485,0.7023649,-0.28037152,-0.053211965,-0.0011882605,-0.051527213,-0.0098574655,-0.0028618588,2.7378675e-05,5.715509e-06,-7.080658e-08,0.0,0.0,-8.9851454e-07,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.00053502654,0.005019986,0.0050161155,0.0005530801,0.7870134,0.7872224,0.25397864,0.16100393,0.16100982,0.64183587,9.632067e-07,9.622933e-07,5.693385e-07,4.0000004e-06,4.0000004e-06,3.9861866e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3000000,3000000,0.7117156,-0.0066222833,-0.0011484186,0.7024357,-0.01122105,-0.01687842,0.02642154,-0.024158023,-0.0058606938,0.006247427,0.0002057043,4.6972513e-05,-1.3915023e-07,0.0,0.0,-1.2581285e-05,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.00045233296,0.0037142555,0.0037135922,0.00046522272,0.8291817,0.82928467,0.31640851,0.1438192,0.14384244,0.63132733,5.064571e-07,5.060362e-07,1.9334159e-07,4.0000004e-06,4.0000004e-06,3.8118847e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3988000,3988000,0.7116023,-0.009868968,-0.009863735,0.7024441,0.17757219,0.049556524,0.057490923,0.043045726,0.00529283,0.04825271,0.00019206158,5.656871e-05,-3.7247742e-07,0.0,0.0,8.2222405e-06,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.00034995007,0.0023841488,0.0023836605,0.00035909732,0.78841835,0.78800505,0.3211129,0.22132348,0.22126333,0.72528785,2.4136688e-07,2.4135582e-07,7.609857e-08,4.0000004e-06,4.0000004e-06,3.2382593e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
4988000,4988000,0.71159786,-0.007988239,-0.0077362075,0.702499,0.15447153,0.07409007,0.08289985,0.053626727,0.017787745,0.08202371,0.000114355746,4.0330826e-05,-7.851269e-07,0.0,0.0,7.175436e-05,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.00027788494,0.0012218589,0.001220887,0.0002850233,0.49070317,0.49085337,0.2803533,0.16427156,0.1642746,0.76353,9.121935e-08,9.134062e-08,3.598952e-08,4.0000004e-06,4.0000004e-06,2.457183e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
5988000,5988000,0.71169394,-0.006667822,-0.0028594404,0.7024523,0.13853873,0.08689093,0.031085214,0.048387457,0.030220266,0.059662443,5.568982e-05,1.09309085e-05,-9.459962e-07,0.0,0.0,0.00012682861,0.23395659,0.011803787,0.41921586,0.0,0.0,0.0,0.0,0.0,0.00022853963,0.0005835806,0.00058318576,0.00023441364,0.30960816,0.30982786,0.23245764,0.12824048,0.12826619,0.7424111,3.1021347e-08,3.1065525e-08,1.9596246e-08,4.0000004e-06,4.0000004e-06,1.7607164e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
7000000,7000000,0.7086612,-0.0059205736,0.0010584587,0.7055234,0.10110534,0.034546148,-0.007286832,0.03967034,0.012536451,0.03875937,2.3940256e-05,-3.3776316e-06,-9.332721e-07,0.0,0.0,0.00016945162,0.21243526,0.010717968,0.43051314,0.0,0.0,0.0,0.0,0.0,0.0012772123,0.00027582675,0.00027581496,0.0012873174,0.19364637,0.19376639,0.19284424,0.10423483,0.104256086,0.7086696,1.073894e-08,1.0750352e-08,1.1843699e-08,4.0000004e-06,4.0000004e-06,1.2336349e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
7988000,7988000,0.70523286,-0.006296262,0.0009912375,0.7089471,0.022727933,-0.023044003,0.036461543,0.011280689,0.0007178385,0.019538313,1.9281808e-05,-4.4772255e-06,-1.3877867e-06,0.0,0.0,0.00019281927,0.21243526,0.010717968,0.43051314,0.0,0.0,0.0,0.0,0.0,0.0002135122,0.00026386126,0.0002638269,0.00021497504,0.07056999,0.070613004,0.043239113,0.34870484,0.3487093,0.43224943,8.826376e-09,8.83531e-09,1.1758395e-08,4.0000004e-06,4.0000004e-06,9.478347e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
9000000,9000000,0.7038126,-0.0038857167,0.001047422,0.71037436,0.042029895,-0.01125848,0.059705768,0.008546848,0.010944039,0.017687004,1.48230465e-05,-1.4605773e-06,-3.5739342e-06,0.0,0.0,0.00024670453,0.21243526,0.010717968,0.43051314,0.0,0.0,0.0,0.0,0.0,0.00012945187,0.00011266968,0.000112659654,0.00012964095,0.056742113,0.05675867,0.035377905,0.1915457,0.19154826,0.32216373,8.338406e-09,8.3472065e-09,1.12728555e-08,4.0000004e-06,4.0000004e-06,7.708691e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
10000000,10000000,0.703351,-0.0040525,0.0024051392,0.7108271,0.0367375,-0.0060056006,0.026575973,-0.0030836232,0.0007695786,0.018978791,7.752848e-06,-3.9089277e-06,-4.093142e-06,0.0,0.0,0.00028275288,0.21243526,0.010717968,0.43051314,0.0,0.0,0.0,0.0,0.0,0.00011076079,7.1330636e-05,7.1319e-05,0.000109956374,0.03705654,0.0370629,0.032497384,0.1383631,0.13836433,0.27093986,6.8537194e-09,6.8606196e-09,1.0229644e-08,4.0000004e-06,4.0000004e-06,5.78014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
