timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
148000,126666,6620172,488.48032,11.827728,95593.68,1.1358111
212000,189333,6620172,488.37463,11.827728,95594.9,1.1358255
272000,252000,6620172,488.3535,11.827759,95595.13,1.1358283
336000,314666,6620172,488.38522,11.827728,95594.77,1.135824
400000,378666,6620172,488.4037,11.827759,95594.56,1.1358215
460000,440000,6620172,488.43808,11.827728,95594.19,1.1358172
524000,504000,6620172,488.28745,11.827759,95595.88,1.1358372
588000,566666,6620172,488.3588,11.827728,95595.08,1.1358277
652000,630666,6620172,488.40634,11.827759,95594.55,1.1358213
716000,693333,6620172,488.36935,11.827759,95594.95,1.1358262
776000,756000,6620172,488.41428,11.827759,95594.45,1.1358203
840000,820000,6620172,488.4592,11.827759,95593.945,1.1358142
904000,882666,6620172,488.32443,11.827759,95595.45,1.1358321
968000,945333,6620172,488.35617,11.827759,95595.1,1.1358279
1028000,1008000,6620172,488.3905,11.827759,95594.73,1.1358235
1092000,1072000,6620172,488.35083,11.827759,95595.164,1.1358287
1156000,1134666,6620172,488.31122,11.827759,95595.625,1.1358342
1220000,1197333,6620172,488.29276,11.827759,95595.84,1.1358368
1280000,1260000,6620172,488.36935,11.827759,95594.97,1.1358263
1344000,1324000,6620172,488.4592,11.827759,95593.914,1.1358138
1408000,1386666,6620172,488.3535,11.827759,95595.15,1.1358285
1472000,1449333,6620172,488.49088,11.827759,95593.555,1.1358095
1532000,1512000,6620172,488.36673,11.827759,95594.98,1.1358265
1596000,1576000,6620172,488.38522,11.827759,95594.78,1.1358241
1660000,1638666,6620172,488.36673,11.827759,95594.98,1.1358265
1724000,1701333,6620172,488.3535,11.827759,95595.13,1.1358283
1784000,1764000,6620172,488.3984,11.827759,95594.63,1.1358223
1848000,1828000,6620172,488.4037,11.827759,95594.58,1.1358217
1912000,1890666,6620172,488.40897,11.827759,95594.51,1.1358209
1976000,1953333,6620172,488.40897,11.827759,95594.49,1.1358206
2036000,2016000,6620172,488.36145,11.827759,95595.05,1.1358273
2100000,2080000,6620172,488.4671,11.827759,95593.82,1.1358128
2164000,2142666,6620172,488.29538,11.827759,95595.8,1.1358361
2228000,2205333,6620172,488.4275,11.827759,95594.29,1.1358182
2288000,2268000,6620172,488.40897,11.827759,95594.51,1.1358209
2352000,2332000,6620172,488.40106,11.827759,95594.586,1.1358218
2416000,2394666,6620172,488.3905,11.827759,95594.7,1.1358231
2480000,2457333,6620172,488.31387,11.827759,95595.586,1.1358336
2540000,2520000,6620172,488.31915,11.827759,95595.52,1.1358329
2604000,2584000,6620172,488.372,11.827759,95594.92,1.1358258
2668000,2646666,6620172,488.38257,11.827759,95594.805,1.1358244
2732000,2709333,6620172,488.33765,11.827759,95595.31,1.1358304
2792000,2772000,6620172,488.41956,11.827759,95594.375,1.1358193
2856000,2836000,6620172,488.34293,11.827759,95595.27,1.1358299
2920000,2898666,6620172,488.3905,11.827759,95594.71,1.1358232
2984000,2961333,6620172,488.36145,11.827759,95595.04,1.1358272
3044000,3024000,6620172,488.41162,11.827759,95594.484,1.1358205
3108000,3088000,6620172,488.27158,11.827759,95596.06,1.1358393
3172000,3150666,6620172,488.38522,11.827759,95594.78,1.1358241
3236000,3213333,6620172,488.4037,11.827759,95594.58,1.1358217
3296000,3276000,6620172,488.41428,11.827759,95594.45,1.1358203
3360000,3340000,6620172,488.4592,11.827759,95593.94,1.1358141
3424000,3402666,6620172,488.4407,11.827759,95594.14,1.1358165
3488000,3465333,6620172,488.25574,11.827759,95596.266,1.1358418
3548000,3528000,6620172,488.47504,11.827759,95593.75,1.1358119
3612000,3592000,6620172,488.41428,11.827759,95594.45,1.1358203
3676000,3654666,6620172,488.35617,11.827759,95595.1,1.1358279
3740000,3717333,6620172,488.39578,11.827759,95594.65,1.1358225
3800000,3780000,6620172,488.34027,11.827759,95595.3,1.1358303
3864000,3844000,6620172,488.372,11.827759,95594.94,1.135826
3928000,3906666,6620172,488.4407,11.827759,95594.13,1.1358163
3992000,3969333,6620172,488.32443,11.827759,95595.45,1.1358321
4052000,4032000,6620172,488.43808,11.827759,95594.16,1.1358167
4116000,4096000,6620172,488.38522,11.827759,95594.77,1.135824
4180000,4158666,6620172,488.40106,11.827759,95594.6,1.135822
4244000,4221333,6620172,488.34555,11.827759,95595.24,1.1358296
4304000,4284000,6620172,488.36145,11.827759,95595.04,1.1358272
4368000,4348000,6620172,488.44864,11.827759,95594.05,1.1358155
4432000,4410666,6620172,488.34027,11.827759,95595.305,1.1358304
4496000,4473333,6620172,488.43808,11.827759,95594.16,1.1358167
4556000,4536000,6620172,488.40897,11.827759,95594.51,1.1358209
4620000,4600000,6620172,488.37994,11.827759,95594.83,1.1358247
4684000,4662666,6620172,488.2663,11.827759,95596.13,1.1358402
4748000,4725333,6620172,488.3905,11.827759,95594.7,1.1358231
4808000,4788000,6620172,488.46448,11.827759,95593.87,1.1358132
4872000,4852000,6620172,488.3905,11.827759,95594.71,1.1358232
4936000,4914666,6620172,488.37463,11.827759,95594.88,1.1358254
5000000,4977333,6620172,488.4275,11.827759,95594.29,1.1358182
5060000,5040000,6620172,488.39578,11.827759,95594.66,1.1358227
5124000,5104000,6620172,488.3588,11.827759,95595.07,1.1358275
5188000,5166666,6620172,488.3535,11.827759,95595.15,1.1358285
5252000,5229333,6620172,488.39313,11.827759,95594.69,1.135823
5312000,5292000,6620172,488.3297,11.827759,95595.41,1.1358316
5376000,5356000,6620172,488.43808,11.827759,95594.164,1.1358168
5440000,5418666,6620172,488.38522,11.827759,95594.77,1.135824
5504000,5481333,6620172,488.40106,11.827759,95594.586,1.1358218
5564000,5544000,6620172,488.35083,11.827759,95595.164,1.1358287
5628000,5608000,6620172,488.44864,11.827759,95594.05,1.1358155
5692000,5670666,6620172,488.41428,11.827759,95594.43,1.1358199
5756000,5733333,6620172,488.3588,11.827759,95595.08,1.1358277
5816000,5796000,6620172,488.34555,11.827759,95595.22,1.1358293
5880000,5860000,6620172,488.36407,11.827759,95595.02,1.1358271
