timestamp,rtl_time_s,rtl_limit_fraction
8208000,2.9853557e-11,3.317062e-14
9252000,0.0067251544,7.472394e-06
10284000,0.014495455,1.6106062e-05
11296000,0.0062056715,6.895191e-06
12296000,0.044782866,4.9758743e-05
13304000,0.048749313,5.4165906e-05
14316000,0.053654775,5.9616417e-05
15316000,0.019693084,2.1881207e-05
16316000,0.03364274,3.7380825e-05
17324000,0.018352794,2.0391995e-05
18336000,0.023740277,2.6378086e-05
19344000,0.08054556,8.949507e-05
20356000,0.5422785,0.00060253177
21356000,1.0447463,0.0011608292
22364000,1.44132,0.0016014667
23376000,1.7445074,0.0019383417
24384000,2.1729503,0.0024143893
25396000,2.2335825,0.0024817584
26396000,2.211867,0.0024576301
27404000,2.2392783,0.0024880872
28416000,2.4207194,0.0026896885
29424000,2.5170712,0.002796746
30436000,2.511763,0.002790848
31436000,2.4888024,0.002765336
32444000,2.469268,0.0027436314
33456000,2.458476,0.0027316401
34464000,2.4459898,0.0027177667
35476000,2.4729826,0.0027477588
36476000,2.5649939,0.0028499933
37484000,2.6285517,0.0029206132
38496000,2.6322207,0.0029246898
39504000,2.6237514,0.0029152795
40516000,2.611423,0.002901581
41516000,2.5950103,0.002883345
42524000,2.5766487,0.002862943
43536000,2.5005097,0.0027783443
44544000,2.412025,0.002680028
45556000,2.4153395,0.0026837105
46556000,2.422588,0.0026917646
47564000,2.4365938,0.0027073266
48576000,2.4230452,0.0026922724
49584000,2.4204137,0.0026893488
50596000,2.4217443,0.002690827
51596000,2.303046,0.00255894
52604000,2.073683,0.0023040923
53616000,2.0861616,0.0023179576
54624000,2.088022,0.0023200247
55636000,2.0795767,0.0023106409
56636000,2.077053,0.002307837
57644000,2.0851352,0.0023168172
58656000,2.0935729,0.002326192
59664000,2.2980204,0.002553356
60676000,2.5878587,0.0028753986
61676000,2.6880817,0.0029867578
62684000,2.6704822,0.0029672026
63696000,2.6341085,0.0029267876
64704000,2.607404,0.002897116
65716000,2.5956717,0.0028840797
66716000,2.5944414,0.0028827128
67724000,2.3536594,0.002615177
68736000,2.0511997,0.0022791107
69744000,2.0548584,0.0022831762
70756000,2.0121405,0.0022357118
71756000,1.9619707,0.0021799677
72764000,1.9299209,0.0021443565
73776000,1.912432,0.0021249244
74784000,1.8895535,0.002099504
75824000,1.9021603,0.0021135116
76836000,1.300302,0.00144478
77844000,0.62511563,0.000694573
