timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
796000,1659979208900795,0,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.02,0.02,0.0,0.02,0.20647244,0,nan,nan,0,3,0,1,10
1996000,1659979210101795,0,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.6081463,0,nan,nan,0,3,0,1,10
2796000,1659979210901795,0,473977419,85455939,488037,488037,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,5.352401,0,nan,nan,0,3,0,1,10
3996000,1659979212100795,0,473977419,85455939,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.3023374,0,nan,nan,0,3,0,1,10
4796000,1659979212901795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8714429,0,nan,nan,0,3,0,1,10
5996000,1659979214100795,0,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.0657167,0,nan,nan,0,3,0,1,10
6796000,1659979214901795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.4627604,0,nan,nan,0,3,0,1,10
7996000,1659979216101795,0,473977419,85455940,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.699198,0,nan,nan,0,3,0,1,10
8996000,1659979217101795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.097463,0,nan,nan,0,3,0,1,10
9796000,1659979217901795,0,473977419,85455940,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.6339226,0,nan,nan,0,3,0,1,10
10996000,1659979219101795,0,473977419,85455940,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.2171925,0,nan,nan,0,3,0,1,10
11796000,1659979219901795,0,473977419,85455940,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.0917225,0,nan,nan,0,3,0,1,10
12996000,1659979221101795,0,473977419,85455940,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.882613,0,nan,nan,0,3,0,1,10
13796000,1659979221901795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9730675,0,nan,nan,0,3,0,1,10
14996000,1659979223101795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.818229,0,nan,nan,0,3,0,1,10
15796000,1659979223901795,0,473977419,85455940,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.098584,0,nan,nan,0,3,0,1,10
16996000,1659979225101795,0,473977419,85455940,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,-0.01,0.29077184,0,nan,nan,0,3,0,1,10
17796000,1659979225900795,0,473977419,85455940,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.11833332,0,nan,nan,0,3,0,1,10
18996000,1659979227101795,0,473977419,85455940,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,2.9332004,0,nan,nan,0,3,0,1,10
19796000,1659979227900795,0,473977419,85455953,488185,488185,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.29999998,0.02,0.28,-0.38,1.4938272,0,nan,nan,0,3,0,1,10
20996000,1659979229101795,0,473977423,85455968,488824,488824,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.12,0.049999997,-0.11,-0.53,5.1529098,0,nan,nan,0,3,0,1,10
21796000,1659979229900795,0,473977425,85455948,489220,489220,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19999999,0.0,-0.21,-0.45,4.745201,0,nan,nan,0,3,0,1,10
22996000,1659979231101795,0,473977424,85455925,489651,489651,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.07,-0.03,-0.07,-0.26999998,4.279547,0,nan,nan,0,3,0,1,10
23796000,1659979231900795,0,473977421,85455923,489989,489989,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,-0.04,0.03,-0.57,2.4940753,0,nan,nan,0,3,0,1,10
24996000,1659979233101795,0,473977417,85455928,490299,490299,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,-0.01,0.03,-0.06,2.0650735,0,nan,nan,0,3,0,1,10
25796000,1659979233900795,0,473977417,85455929,490313,490313,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.04,5.6660366,0,nan,nan,0,3,0,1,10
26996000,1659979235101795,0,473977418,85455930,490289,490289,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19,0.03,0.17999999,-0.08,1.4044665,0,nan,nan,0,3,0,1,10
27796000,1659979235900795,0,473977422,85456034,490245,490245,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.26,0.06,1.26,0.07,1.5208799,0,nan,nan,0,3,0,1,10
28996000,1659979237101795,0,473977424,85456195,490183,490183,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.57,-0.01,0.56,0.01,1.5892968,0,nan,nan,0,3,0,1,10
29796000,1659979237900795,0,473977424,85456229,490166,490166,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.099999994,0.0,0.099999994,0.02,1.6596335,0,nan,nan,0,3,0,1,10
30996000,1659979239101795,0,473977423,85456220,490162,490162,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.12,0.0,-0.11,0.0,4.710469,0,nan,nan,0,3,0,1,10
31996000,1659979240101795,0,473977424,85456205,490153,490153,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.08,0.0,-0.08,0.0,4.6570616,0,nan,nan,0,3,0,1,10
32796000,1659979240901795,0,473977423,85456199,490138,490138,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.02,0.0,-0.02,0.0,4.43366,0,nan,nan,0,3,0,1,10
33996000,1659979242101795,0,473977422,85456199,490118,490118,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.02,0.0,0.01,0.04,1.7795377,0,nan,nan,0,3,0,1,10
34796000,1659979242901795,0,473977421,85456202,490109,490109,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,-0.02,0.03,-0.01,2.1603684,0,nan,nan,0,3,0,1,10
35996000,1659979244101795,0,473977510,85456206,490105,490105,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.22,1.22,0.01,0.02,0.01134464,0,nan,nan,0,3,0,1,10
36796000,1659979244901795,0,473977582,85456208,490095,490095,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.69,0.69,0.03,0.03,0.049741883,0,nan,nan,0,3,0,1,10
37996000,1659979246101795,0,473977614,85456213,490095,490095,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.02,0.0,0.02,0.0,1.3805554,0,nan,nan,0,3,0,1,10
