timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
7656000,0.0,-0.0,1.576006,0.0,0.7052625,0.0,0.0,0.7089463,0.0,0.0,-0.0,0,0,0,0,0
7664000,0.0,-0.0,1.5760424,0.0,0.70524955,0.0,0.0,0.7089591,0.0,0.0,-0.0,0,0,0,0,0
7708000,0.0,-0.0,1.5762697,0.0,0.70516896,0.0,0.0,0.7090393,0.0,0.0,-0.0,0,0,0,0,0
7752000,0.0,-0.0,1.5764476,0.0,0.7051059,0.0,0.0,0.709102,0.0,0.0,-0.0,0,0,0,0,0
7808000,0.0,-0.0,1.5764107,0.0,0.705119,0.0,0.0,0.709089,0.0,0.0,-0.0,0,0,0,0,0
7852000,0.0,-0.0,1.5764581,0.0,0.7051022,0.0,0.0,0.7091057,0.0,0.0,-0.0,0,0,0,0,0
7904000,0.0,-0.0,1.5764582,0.0,0.70510215,0.0,0.0,0.70910573,0.0,0.0,-0.0,0,0,0,0,0
7952000,0.0,-0.0,1.5765402,0.0,0.7050731,0.0,0.0,0.70913464,0.0,0.0,-0.0,0,0,0,0,0
8004000,0.0,-0.0,1.5764915,0.0,0.7050904,0.0,0.0,0.7091175,0.0,0.0,-0.0,0,0,0,0,0
8052000,0.0,-0.0,1.5765513,0.0,0.7050692,0.0,0.0,0.7091386,0.0,0.0,-0.0,0,0,0,0,0
8104000,0.0,-0.0,1.5768222,0.0,0.7049731,0.0,0.0,0.709234,0.0,0.0,-0.0,0,0,0,0,0
8152000,0.0,-0.0,1.5772227,0.0,0.70483106,0.0,0.0,0.7093752,0.0,0.0,-0.0,0,0,0,0,0
8204000,0.0,-0.0,1.5773647,0.0,0.7047807,0.0,0.0,0.7094252,0.0,0.0,-0.0,0,0,0,0,0
8244000,0.0,-0.0,1.5774385,0.0,0.70475453,0.0,0.0,0.7094512,0.0,0.0,-0.001,0,0,0,0,0
8304000,0.0,-0.0,1.5776327,0.0,0.7046856,0.0,0.0,0.7095197,0.0,0.0,-0.001,0,0,0,0,0
8344000,0.0,-0.0,1.5778424,0.0,0.70461124,0.0,0.0,0.7095936,0.0,0.0,-0.001,0,0,0,0,0
8404000,0.0,-0.0,1.5781506,0.0,0.70450187,0.0,0.0,0.7097022,0.0,0.0,-0.001,0,0,0,0,0
8456000,0.0,-0.0,1.5782709,0.0,0.7044592,0.0,0.0,0.7097446,0.0,0.0,-0.001,0,0,0,0,0
8504000,0.0,-0.0,1.5784398,0.0,0.7043992,0.0,0.0,0.709804,0.0,0.0,-0.001,0,0,0,0,0
8544000,0.0,-0.0,1.5784956,0.0,0.70437944,0.0,0.0,0.70982367,0.0,0.0,-0.001,0,0,0,0,0
8604000,0.0,-0.0,1.5785416,0.0,0.7043631,0.0,0.0,0.7098399,0.0,0.0,-0.001,0,0,0,0,0
8644000,0.0,-0.0,1.578697,0.0,0.704308,0.0,0.0,0.7098946,0.0,0.0,-0.001,0,0,0,0,0
8704000,0.0,-0.0,1.5789554,0.0,0.70421624,0.0,0.0,0.70998555,0.0,0.0,-0.001,0,0,0,0,0
8744000,0.0,-0.0,1.5791354,0.0,0.70415235,0.0,0.0,0.7100489,0.0,0.0,-0.001,0,0,0,0,0
8804000,0.0,-0.0,1.5792814,0.0,0.7041005,0.0,0.0,0.71010035,0.0,0.0,-0.001,0,0,0,0,0
8844000,0.0,-0.0,1.5793849,0.0,0.7040637,0.0,0.0,0.7101368,0.0,0.0,-0.001,0,0,0,0,0
