timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
20000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
528000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1032000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1260000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1512000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2016000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2520000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3024000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3528000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4032000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4536000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5040000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5544000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6048000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6552000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6600000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
6612000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7116000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7620000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8124000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8628000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9132000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9636000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
10140000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
10644000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
11148000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
11304000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
11808000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12312000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12816000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13320000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13824000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14328000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14832000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
15336000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
15840000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
16344000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
16356000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
16860000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17364000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17868000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18372000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18876000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19380000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19884000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20388000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20892000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21396000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21900000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22404000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22908000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23412000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23916000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24420000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24924000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25428000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25932000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26436000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26940000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27444000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27948000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28452000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28956000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29460000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29964000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30468000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30972000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31476000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31980000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32484000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32988000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33492000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33996000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34500000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35004000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35508000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36012000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36516000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
37020000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
37524000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
38028000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
38532000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
39036000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
39540000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40044000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40548000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41052000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41556000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42060000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42564000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43068000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43572000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44076000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44580000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45084000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45588000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46092000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46596000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47100000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47604000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48108000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48612000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49116000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49620000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
50124000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
50628000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
51132000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
51636000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
52140000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
52644000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
53148000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
53652000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
54156000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
