timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
696000,0.0,0.0,0.0,1
2000000,4.9800252e-05,9.332174e-05,0.0,0
2800000,9.636965e-05,0.0001832323,0.00040000002,0
4000000,0.0010584597,7.27433e-05,3.0105617e-05,0
4800000,0.00097547646,3.1024803e-05,2.7745335e-05,0
6000000,0.00026305878,3.871318e-05,2.4547293e-05,0
6800000,0.0011139949,3.7063404e-05,2.2622784e-05,0
8000000,0.001057099,5.594427e-05,2.001519e-05,0
8800000,0.0009742224,0.00014712899,1.8445999e-05,0
10000000,0.0009147103,5.919861e-05,0.00036768016,0
11000000,0.000677745,3.985544e-05,0.00033207695,0
11800000,0.00087229034,3.3957753e-05,0.00030604211,0
13000000,0.0006021266,0.00017087742,0.0002707664,0
14000000,0.0007702265,5.9035556e-05,0.00024454755,0
14800000,0.0007515308,6.0500508e-05,0.00022537501,0
16000000,0.00079925876,0.00016192798,0.0005993974,0
16800000,0.0007247626,4.135352e-05,0.0005524046,0
17812000,0.0007335769,6.20616e-05,0.0004987105,0
