timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
196000,1310988,1310988,1310996,1311004,0,0.019407088,0.0034271346,0.016145851,0.0,1310988,1310988,1310996,1311004,0,0.00013485718,0.00013419348,0.00011458689,0.0,1,1,1,0,1,1,1,0
396000,1310988,1310988,1310996,1311004,0,0.002011202,0.00081349845,0.0013504972,0.0,1310988,1310988,1310996,1311004,0,8.338297e-05,0.00010325443,6.624255e-05,0.0,1,1,1,0,1,1,1,0
596000,1310988,1310988,1310996,1311004,0,0.0026636096,0.0005374481,0.0022740653,0.0,1310988,1310988,1310996,1311004,0,8.9464076e-05,3.730801e-05,8.063238e-05,0.0,1,1,1,0,1,1,1,0
796000,1310988,1310988,1310996,1311004,0,0.0010461014,0.0005227147,0.0005227147,0.0,1310988,1310988,1310996,1311004,0,6.1015486e-05,3.0507708e-05,3.0507708e-05,0.0,1,1,1,0,1,1,1,0
996000,1310988,1310988,1310996,1311004,0,0.0027439073,0.0029372727,0.00067479664,0.0,1310988,1310988,1310996,1311004,0,0.00012587503,0.00018917175,8.565066e-05,0.0,1,1,1,0,1,1,1,0
1196000,1310988,1310988,1310996,1311004,0,0.0032141297,0.002579389,0.0031531616,0.0,1310988,1310988,1310996,1311004,0,0.0006771136,0.00055001216,0.00064534845,0.0,1,1,1,0,1,1,1,0
1400000,1310988,1310988,1310996,1311004,0,0.004226984,0.0029115607,0.0040714513,0.0,1310988,1310988,1310996,1311004,0,0.00022485133,0.0002626757,0.0001345527,0.0,1,1,1,0,1,1,1,0
1596000,1310988,1310988,1310996,1311004,0,0.0043216245,0.0020195926,0.0032597291,0.0,1310988,1310988,1310996,1311004,0,0.0003680175,0.0003846357,0.00021610531,0.0,1,1,1,0,1,1,1,0
1796000,1310988,1310988,1310996,1311004,0,0.0043236306,0.003409758,0.0058247084,0.0,1310988,1310988,1310996,1311004,0,0.0004739673,0.00038398957,0.00035697047,0.0,1,1,1,0,1,1,1,0
2000000,1310988,1310988,1310996,1311004,0,0.0016454567,0.0010151238,0.0015894647,0.0,1310988,1310988,1310996,1311004,0,8.738567e-05,0.000112013775,2.9018785e-05,0.0,1,1,1,0,1,1,1,0
2200000,1310988,1310988,1310996,1311004,0,0.003454885,0.0026257855,0.00095256674,0.0,1310988,1310988,1310996,1311004,0,0.00053651695,0.00021078558,0.00034404654,0.0,1,1,1,0,1,1,1,0
2400000,1310988,1310988,1310996,1311004,0,0.00248715,0.002072555,0.00091287005,0.0,1310988,1310988,1310996,1311004,0,0.00026147102,0.00020101466,0.00039602086,0.0,1,1,1,0,1,1,1,0
2600000,1310988,1310988,1310996,1311004,0,0.0034341514,0.0033454834,0.0028637748,0.0,1310988,1310988,1310996,1311004,0,0.00035250513,0.00030935206,0.000249903,0.0,1,1,1,0,1,1,1,0
2800000,1310988,1310988,1310996,1311004,0,0.004162014,0.0035739695,0.0036151314,0.0,1310988,1310988,1310996,1311004,0,0.00037026507,0.0002778178,0.0003354473,0.0,1,1,1,0,1,1,1,0
3000000,1310988,1310988,1310996,1311004,0,0.0046640523,0.0029966214,0.0065491945,0.0,1310988,1310988,1310996,1311004,0,0.00039624516,0.00035591927,0.00069360354,0.0,1,1,1,0,1,1,1,0
3200000,1310988,1310988,1310996,1311004,0,0.0034713778,0.00090266124,0.0036551955,0.0,1310988,1310988,1310996,1311004,0,0.00018003809,0.00029916162,0.00026385192,0.0,1,1,1,0,1,1,1,0
3400000,1310988,1310988,1310996,1311004,0,0.001505754,0.00249342,0.0011907012,0.0,1310988,1310988,1310996,1311004,0,0.00028019596,0.00025094865,0.00021067842,0.0,1,1,1,0,1,1,1,0
3596000,1310988,1310988,1310996,1311004,0,0.0020050362,0.0016121597,0.0015950875,0.0,1310988,1310988,1310996,1311004,0,0.00046572107,0.00010243906,0.00040770316,0.0,1,1,1,0,1,1,1,0
3800000,1310988,1310988,1310996,1311004,0,0.0029525254,0.0005752102,0.0026847743,0.0,1310988,1310988,1310996,1311004,0,0.00025436466,0.00019458841,0.00027322053,0.0,1,1,1,0,1,1,1,0
4000000,1310988,1310988,1310996,1311004,0,0.0020693662,0.001538121,0.0033532935,0.0,1310988,1310988,1310996,1311004,0,0.00034671254,0.00027132095,0.00054891594,0.0,1,1,1,0,1,1,1,0
4200000,1310988,1310988,1310996,1311004,0,0.0027098735,0.004354862,0.0019270629,0.0,1310988,1310988,1310996,1311004,0,0.0002926325,0.00019520013,0.00012648787,0.0,1,1,1,0,1,1,1,0
4400000,1310988,1310988,1310996,1311004,0,0.0015446473,0.0031065599,0.0026177943,0.0,1310988,1310988,1310996,1311004,0,0.00029182914,0.00019275355,0.0002331837,0.0,1,1,1,0,1,1,1,0
4600000,1310988,1310988,1310996,1311004,0,0.0031436023,0.004600798,0.0055680186,0.0,1310988,1310988,1310996,1311004,0,0.00015361508,0.00028488695,0.0002617495,0.0,1,1,1,0,1,1,1,0
4800000,1310988,1310988,1310996,1311004,0,0.00256643,0.006343801,0.0038598776,0.0,1310988,1310988,1310996,1311004,0,8.0104604e-05,0.00023121487,0.00023999761,0.0,1,1,1,0,1,1,1,0
5000000,1310988,1310988,1310996,1311004,0,0.002924862,0.0010946387,0.0022668748,0.0,1310988,1310988,1310996,1311004,0,0.00023700736,0.00033556856,0.0003965881,0.0,1,1,1,0,1,1,1,0
5200000,1310988,1310988,1310996,1311004,0,0.00049965474,0.0038222235,0.0035875014,0.0,1310988,1310988,1310996,1311004,0,0.00022509108,0.00023167614,0.00014400503,0.0,1,1,1,0,1,1,1,0
5400000,1310988,1310988,1310996,1311004,0,0.0033084322,0.0012729983,0.0042765043,0.0,1310988,1310988,1310996,1311004,0,0.000118660915,0.00036038877,0.00027473542,0.0,1,1,1,0,1,1,1,0
5600000,1310988,1310988,1310996,1311004,0,0.0039465083,0.0011241441,0.004879213,0.0,1310988,1310988,1310996,1311004,0,0.000219996,0.00016668107,0.0003844956,0.0,1,1,1,0,1,1,1,0
5800000,1310988,1310988,1310996,1311004,0,0.003883243,0.002586401,0.0019885448,0.0,1310988,1310988,1310996,1311004,0,0.00023747131,0.00024031651,0.00043477505,0.0,1,1,1,0,1,1,1,0
6000000,1310988,1310988,1310996,1311004,0,0.0031607822,0.0007361972,0.0035444852,0.0,1310988,1310988,1310996,1311004,0,0.000594396,0.00028159772,0.0003542597,0.0,1,1,1,0,1,1,1,0
6200000,1310988,1310988,1310996,1311004,0,0.0028564958,0.001794669,0.0018767538,0.0,1310988,1310988,1310996,1311004,0,0.00028822222,0.0001211355,0.00023657668,0.0,1,1,1,0,1,1,1,0
6396000,1310988,1310988,1310996,1311004,0,0.0022686773,0.0025469873,0.00041089984,0.0,1310988,1310988,1310996,1311004,0,0.00036517766,0.00045511467,0.0005754624,0.0,1,1,1,0,1,1,1,0
6600000,1310988,1310988,1310996,1311004,0,0.0028189812,0.0013172451,0.0023657228,0.0,1310988,1310988,1310996,1311004,0,0.00017356481,0.00041940063,0.00038114272,0.0,1,1,1,0,1,1,1,0
6800000,1310988,1310988,1310996,1311004,0,0.0024799467,0.0010815583,0.0020775334,0.0,1310988,1310988,1310996,1311004,0,0.00024459578,0.0002166358,7.095257e-05,0.0,1,1,1,0,1,1,1,0
7000000,1310988,1310988,1310996,1311004,0,0.003115858,0.0017276029,0.0016264877,0.0,1310988,1310988,1310996,1311004,0,0.00026962574,0.00048288328,0.00022029609,0.0,1,1,1,0,1,1,1,0
7200000,1310988,1310988,1310996,1311004,0,0.0015696068,0.0012483161,0.0011501933,0.0,1310988,1310988,1310996,1311004,0,6.968731e-05,0.00017745148,0.00014492084,0.0,1,1,1,0,1,1,1,0
7400000,1310988,1310988,1310996,1311004,0,0.003925485,0.0031025659,0.0013531632,0.0,1310988,1310988,1310996,1311004,0,0.00042498176,0.00032223004,0.00026754334,0.0,1,1,1,0,1,1,1,0
7600000,1310988,1310988,1310996,1311004,0,0.001748671,0.0029604535,0.0024128265,0.0,1310988,1310988,1310996,1311004,0,0.0003906975,0.0004523104,0.00033237258,0.0,1,1,1,0,1,1,1,0
7796000,1310988,1310988,1310996,1311004,0,0.000790551,0.0017137453,0.0024409657,0.0,1310988,1310988,1310996,1311004,0,0.0001710723,0.00030540244,0.0003974964,0.0,1,1,1,0,1,1,1,0
8000000,1310988,1310988,1310996,1311004,0,0.0029331702,0.0034430248,0.0026104883,0.0,1310988,1310988,1310996,1311004,0,0.00027601924,0.00013953522,0.00023138437,0.0,1,1,1,0,1,1,1,0
8200000,1310988,1310988,1310996,1311004,0,0.0051813866,0.004120809,0.003257538,0.0,1310988,1310988,1310996,1311004,0,0.00011572088,0.00019482315,0.00019925018,0.0,1,1,1,0,1,1,1,0
8400000,1310988,1310988,1310996,1311004,0,0.00568796,0.0053596226,0.0023652187,0.0,1310988,1310988,1310996,1311004,0,0.00012503196,0.00024003824,0.00035532808,0.0,1,1,1,0,1,1,1,0
8600000,1310988,1310988,1310996,1311004,0,0.0033806323,0.0011819449,0.0045309477,0.0,1310988,1310988,1310996,1311004,0,0.00024388215,5.025065e-05,0.00028213082,0.0,1,1,1,0,1,1,1,0
8800000,1310988,1310988,1310996,1311004,0,0.005774779,0.0009268286,0.005031047,0.0,1310988,1310988,1310996,1311004,0,0.00018693715,0.00037268343,0.00024134669,0.0,1,1,1,0,1,1,1,0
8996000,1310988,1310988,1310996,1311004,0,0.0033953972,0.0037892933,0.002635437,0.0,1310988,1310988,1310996,1311004,0,0.00013505838,6.897711e-05,0.00017969773,0.0,1,1,1,0,1,1,1,0
9200000,1310988,1310988,1310996,1311004,0,0.0015647487,0.0011207882,0.0017065377,0.0,1310988,1310988,1310996,1311004,0,0.00031984772,5.2070696e-05,0.00031976053,0.0,1,1,1,0,1,1,1,0
9400000,1310988,1310988,1310996,1311004,0,0.0017328686,0.004992433,0.005717201,0.0,1310988,1310988,1310996,1311004,0,0.00048645973,0.00047192705,0.00013643024,0.0,1,1,1,0,1,1,1,0
9600000,1310988,1310988,1310996,1311004,0,0.0031646655,0.0016200928,0.0018185786,0.0,1310988,1310988,1310996,1311004,0,0.00048563597,0.0002515611,0.0002570648,0.0,1,1,1,0,1,1,1,0
9796000,1310988,1310988,1310996,1311004,0,0.001431504,0.005033272,0.004451903,0.0,1310988,1310988,1310996,1311004,0,0.00019168826,0.00022836635,0.00022533924,0.0,1,1,1,0,1,1,1,0
10000000,1310988,1310988,1310996,1311004,0,0.0031798906,0.0015386207,0.0017679532,0.0,1310988,1310988,1310996,1311004,0,0.00054665265,0.0002810381,0.0003449775,0.0,1,1,1,0,1,1,1,0
10200000,1310988,1310988,1310996,1311004,0,0.0015308489,0.002262697,0.0013410418,0.0,1310988,1310988,1310996,1311004,0,0.000278485,0.00032932698,0.00040220204,0.0,1,1,1,0,1,1,1,0
10400000,1310988,1310988,1310996,1311004,0,0.0033380738,0.0033578174,0.0016512511,0.0,1310988,1310988,1310996,1311004,0,0.00019973484,0.00034262083,0.00027088405,0.0,1,1,1,0,1,1,1,0
10600000,1310988,1310988,1310996,1311004,0,0.0017789779,0.002492435,0.0012537113,0.0,1310988,1310988,1310996,1311004,0,0.00016071436,0.00037197678,0.00021488647,0.0,1,1,1,0,1,1,1,0
10796000,1310988,1310988,1310996,1311004,0,0.0037214889,0.0018978093,0.0025120282,0.0,1310988,1310988,1310996,1311004,0,0.00032702685,0.00019012601,0.00048680004,0.0,1,1,1,0,1,1,1,0
10996000,1310988,1310988,1310996,1311004,0,0.0016486688,0.0023715524,0.0031375939,0.0,1310988,1310988,1310996,1311004,0,0.00038388878,0.00016519253,0.0003898635,0.0,1,1,1,0,1,1,1,0
11200000,1310988,1310988,1310996,1311004,0,0.0013160863,0.0021902618,0.0024169374,0.0,1310988,1310988,1310996,1311004,0,0.00021773575,0.0002514097,0.00044199798,0.0,1,1,1,0,1,1,1,0
11400000,1310988,1310988,1310996,1311004,0,0.003193802,0.0038989417,0.005936899,0.0,1310988,1310988,1310996,1311004,0,0.0003131123,0.00035717405,0.00059336517,0.0,1,1,1,0,1,1,1,0
