timestamp,rtl_time_s,rtl_limit_fraction
6600000,3.0550496e-11,3.3944998e-14
7620000,0.0053080064,5.897785e-06
8628000,0.0063401177,7.0445753e-06
9632000,0.004150582,4.611758e-06
10640000,0.0031012986,3.4458874e-06
11660000,0.014558085,1.617565e-05
12660000,0.0030194526,3.3549475e-06
13672000,0.006166609,6.8517884e-06
14680000,0.01837163,2.0412925e-05
15692000,0.041930813,4.6589797e-05
16712000,0.0072074453,8.008273e-06
17720000,0.015694402,1.7438226e-05
18720000,0.013587141,1.5096824e-05
19732000,0.0074887294,8.3208115e-06
20740000,0.71438855,0.0007937651
21752000,1.3137778,0.0014597531
22760000,1.6638659,0.00184874
23760000,1.9897364,0.0022108185
24772000,2.1668184,0.0024075762
25780000,2.2005498,0.0024450556
26792000,2.1955671,0.0024395192
27800000,2.1793263,0.0024214736
28800000,2.1648133,0.0024053482
29812000,2.1637712,0.0024041904
30820000,2.151946,0.0023910513
31832000,2.1484096,0.0023871218
32840000,2.1401236,0.0023779152
33840000,2.1323886,0.002369321
34852000,2.128377,0.0023648634
35860000,2.1103466,0.0023448295
36872000,2.1107492,0.0023452772
37880000,2.126442,0.0023627135
38880000,2.118196,0.0023535513
39892000,2.1215067,0.0023572298
40900000,2.1255229,0.0023616923
41912000,2.1117907,0.0023464342
42920000,2.0974965,0.0023305519
43920000,2.0957105,0.0023285674
44932000,2.078547,0.0023094967
45940000,2.0782914,0.002309213
46952000,2.0844953,0.002316106
47960000,2.0943391,0.0023270436
48972000,2.1021852,0.0023357614
49972000,2.1036813,0.0023374236
50980000,2.1085742,0.0023428604
51992000,2.114938,0.0023499313
53000000,2.1124232,0.002347137
54000000,2.1149068,0.0023498966
