timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1220000,0.0,0.0,488.05502,0.0,0.0,0.0,0.0,1,0,0,0
8012000,47.39774195076707,8.545593854073942,488.03546,-0.0054744524,-0.010983621,0.019573765,1.5703293,1,1,1,0
10712000,47.39774195076707,8.545593854073942,488.03546,-0.0054744524,-0.010983621,0.019573765,1.5713401,1,1,1,0
14612000,47.39774191016601,8.545594084042884,487.99155,-0.009989084,0.0063257734,0.05964886,1.5819361,1,1,1,0
16340000,47.39774189149306,8.545594121567301,487.98068,-0.012065421,0.009150176,0.070513986,1.584649,1,1,1,0
21332000,47.39774189149306,8.545594121567301,487.98068,-0.012065421,0.009150176,0.070513986,1.5846739,1,1,1,0
