timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,102.118164,125.76129,0,19,10093,1024000,0,3,253
2000000,156.0166,86.10188,0,65,9861,1024000,0,3,253
3000000,208.24219,74.05483,0,113,9947,1024000,0,3,253
4000000,261.55762,68.61427,0,150,10359,1024000,0,3,253
5000000,316.3379,65.73938,0,204,10411,1024000,0,3,253
6000000,377.65918,64.97921,0,253,9538,1024000,0,3,253
7000000,445.0205,65.3289,0,312,11725,1024000,0,3,253
8000000,506.54297,64.84165,0,360,8263,1024000,0,3,253
9000000,565.35547,64.15745,0,409,11269,1024000,0,3,253
10000000,627.8086,63.983753,0,462,10462,1024000,0,3,253
11000000,688.4297,63.672745,0,508,10180,1024000,0,3,253
12000000,748.8955,63.401245,0,564,10221,1024000,0,3,253
13000000,808.60645,63.113213,0,620,10171,1024000,0,3,253
14000000,869.01465,62.917366,0,679,9992,1024000,0,3,253
15000000,928.4551,62.68263,0,739,10832,1024000,0,3,253
16000000,989.4961,62.578804,0,797,10175,1024000,0,3,253
17000000,1050.0781,62.460037,0,850,11252,1024000,0,3,253
18000000,1111.6045,62.407616,0,899,10587,1024000,0,3,253
19000000,1171.2178,62.25908,0,963,10775,1024000,0,3,253
20000000,1232.9229,62.231117,0,1016,10687,1024000,0,3,253
21000000,1293.4414,62.148827,0,1072,10499,1024000,0,3,253
22000000,1354.1846,62.084385,0,1129,10642,1024000,0,3,253
23000000,1414.7734,62.01882,0,1184,10811,1024000,0,3,253
24000000,1476.3037,61.99831,0,1238,10642,1024000,0,3,253
25000000,1537.2471,61.95579,0,1296,10210,1024000,0,3,253
26000000,1597.6309,61.89489,0,1352,10073,1024000,0,3,253
27000000,1657.3145,61.812412,0,1411,10451,1024000,0,3,253
28000000,1718.0771,61.774673,0,1467,10646,1024000,0,3,253
29000000,1779.4854,61.76195,0,1521,10667,1024000,0,3,253
30000000,1840.0498,61.721783,0,1575,10805,1024000,0,3,253
31000000,1901.3848,61.70923,0,1635,10642,1024000,0,3,253
32000000,1961.7461,61.66686,0,1692,10888,1024000,0,3,253
33000000,2025.7441,61.737904,0,1750,8048,1024000,0,3,253
34000000,2083.2393,61.612423,0,1816,10691,1024000,0,3,253
35000000,2144.2227,61.594357,0,1873,10646,1024000,0,3,253
36000000,2204.6523,61.561832,0,1925,10214,1024000,0,3,253
37000000,2264.4805,61.514736,0,1980,10211,1024000,0,3,253
38000000,2324.0352,61.4629,0,2035,10511,1024000,0,3,253
39000000,2384.127,61.427574,0,2099,10393,1024000,0,3,253
40000000,2443.9004,61.386024,0,2154,10279,1024000,0,3,253
41000000,2503.9346,61.352898,0,2205,9960,1024000,0,3,253
42000000,2563.2764,61.3048,0,2257,9764,1024000,0,3,253
43000000,2623.4365,61.278065,0,2313,9652,1024000,0,3,253
44000000,2682.329,61.223618,0,2367,10094,1024000,0,3,253
45000000,2742.3613,61.19703,0,2427,9752,1024000,0,3,253
46000000,2801.4307,61.15059,0,2486,10003,1024000,0,3,253
47000000,2861.0127,61.11708,0,2542,9915,1024000,0,3,253
48000000,2920.2393,61.07754,0,2597,10053,1024000,0,3,253
49000000,2980.545,61.061726,0,2650,9664,1024000,0,3,253
50000000,3039.8389,61.026237,0,2701,10003,1024000,0,3,253
51000000,3099.4932,60.999233,0,2760,9981,1024000,0,3,253
52000000,3159.2031,60.97435,0,2806,10194,1024000,0,3,253
53000000,3219.038,60.95278,0,2857,10296,1024000,0,3,253
54000000,3279.38,60.941425,0,2910,9822,1024000,0,3,253
55000000,3339.0684,60.918564,0,2965,10155,1024000,0,3,253
56000000,3398.8037,60.897366,0,3009,10694,1024000,0,3,253
57000000,3459.462,60.893154,0,3062,10412,1024000,0,3,253
58000000,3520.1006,60.888752,0,3113,9816,1024000,0,3,253
59000000,3580.249,60.876167,0,3167,10296,1024000,0,3,253
60000000,3640.3867,60.86382,0,3223,10239,1024000,0,3,253
61000000,3700.8828,60.85777,0,3282,9866,1024000,0,3,253
62000000,3760.3242,60.834854,0,3338,9816,1024000,0,3,253
63000000,3819.5996,60.81003,0,3392,10230,1024000,0,3,253
64000000,3879.25,60.791855,0,3447,9814,1024000,0,3,253
65000000,3939.4824,60.783226,0,3498,9228,1024000,0,3,253
66000000,4000.0,60.77919,0,3556,7736,1024000,0,3,253
67000000,4057.25,60.726368,0,3616,9994,1024000,0,3,253
68000000,4118.1025,60.728226,0,3676,9911,1024000,0,3,253
69000000,4178.247,60.719746,0,3729,10210,1024000,0,3,253
70000000,4238.9053,60.718864,0,3782,9928,1024000,0,3,253
71000000,4299.6465,60.719177,0,3836,10447,1024000,0,3,253
72000000,4361.3906,60.73345,0,3893,10053,1024000,0,3,253
73000000,4422.0703,60.73271,0,3945,10601,1024000,0,3,253
74000000,4482.8574,60.73345,0,4002,10721,1024000,0,3,253
75000000,4543.84,60.73678,0,4054,10358,1024000,0,3,253
76000000,4605.2754,60.74599,0,4108,10699,1024000,0,3,253
77000000,4666.118,60.747253,0,4166,10630,1024000,0,3,253
78000000,4727.0215,60.749264,0,4226,10687,1024000,0,3,253
79000000,4789.8926,60.776184,0,4282,9985,1024000,0,3,253
80000000,4849.377,60.759995,0,4343,10003,1024000,0,3,253
81000000,4910.788,60.768055,0,4400,10778,1024000,0,3,253
82000000,4970.1836,60.751278,0,4463,10640,1024000,0,3,253
