timestamp,mag_inconsistency_angle
496000,8.140039e-09
1000000,9.097797e-09
1496000,7.87503e-09
1992000,0.00014991204
2496000,0.000325996
2992000,3.2424254e-05
3488000,3.230791e-06
3992000,3.123657e-07
4500000,3.685586e-08
4996000,0.00034679583
5488000,3.4493463e-05
5996000,0.00060497393
6492000,6.0166185e-05
6996000,0.00046967535
7492000,4.6712485e-05
7996000,4.4190874e-06
8492000,5.969773e-05
9000000,5.6463377e-06
9492000,0.0006125363
10000000,5.7872094e-05
10496000,5.7627008e-06
11000000,5.524482e-07
11496000,6.186275e-08
12000000,1.3064251e-08
12496000,8.293039e-09
12992000,7.993962e-09
13496000,8.680794e-09
13992000,5.7303852e-05
14500000,5.420524e-06
14608000,3.248403e-06
