timestamp,rtl_time_s,rtl_limit_fraction
6416000,1.3912677e-11,1.5458531e-14
7448000,0.045767847,5.0853167e-05
8456000,0.030979466,3.442163e-05
9464000,0.022604767,2.511641e-05
10476000,0.027010689,3.0011877e-05
11488000,0.024958923,2.7732138e-05
12496000,0.033325754,3.7028618e-05
13508000,0.053863086,5.9847876e-05
14508000,0.06549218,7.27691e-05
15516000,0.0018217978,2.0242198e-06
16528000,0.008147221,9.052468e-06
17536000,0.019893905,2.210434e-05
18548000,0.047473602,5.2748448e-05
19548000,0.20383714,0.00022648573
20556000,0.7284045,0.00080933835
21568000,1.2070495,0.0013411662
22576000,1.5826942,0.0017585491
23588000,2.0054228,0.0022282477
24588000,2.2361896,0.0024846552
25596000,2.2514708,0.0025016342
26608000,2.2143245,0.0024603608
27616000,2.3323047,0.0025914498
28628000,2.511319,0.0027903544
29628000,2.5861394,0.0028734885
30636000,2.5668373,0.0028520415
31648000,2.5423348,0.0028248166
32656000,2.522338,0.0028025978
33668000,2.5179935,0.0027977708
34668000,2.514458,0.0027938422
35676000,2.5404558,0.002822729
36688000,2.6454036,0.0029393374
37696000,2.6994803,0.0029994226
38708000,2.693008,0.0029922312
39708000,2.6756103,0.0029729004
40716000,2.6672065,0.002963563
41728000,2.644444,0.0029382713
42736000,2.6298797,0.0029220886
43748000,2.531068,0.0028122982
44748000,2.4554935,0.002728326
45756000,2.460915,0.0027343503
46768000,2.4634144,0.0027371272
47776000,2.4713764,0.002745974
48788000,2.4627795,0.002736422
49788000,2.4674597,0.002741622
50796000,2.4714682,0.0027460759
51808000,2.2892299,0.0025435889
52816000,2.0897954,0.002321995
53828000,2.099907,0.00233323
54828000,2.0941093,0.0023267881
55836000,2.0899012,0.0023221124
56848000,2.1010985,0.002334554
57856000,2.1062238,0.0023402488
58868000,2.1176789,0.0023529765
59868000,2.4044056,0.002671562
60876000,2.6614945,0.0029572162
61888000,2.7248392,0.0030275993
62896000,2.7022007,0.0030024454
63908000,2.673811,0.002970901
64908000,2.6533346,0.0029481498
65916000,2.6517036,0.0029463375
66928000,2.6490157,0.002943351
67936000,2.329555,0.0025883946
68948000,2.0520654,0.0022800728
69948000,2.0445964,0.002271774
70956000,2.0078766,0.0022309741
71968000,1.9748272,0.0021942526
72976000,1.9559648,0.0021732943
73988000,1.9337399,0.0021485998
74988000,1.9328403,0.0021476005
75988000,1.9014422,0.0021127136
76996000,1.225934,0.001362149
77996000,0.5544836,0.00061609293
79008000,0.035270043,3.918894e-05
80016000,0.45423734,0.0005047082
81028000,0.7146147,0.0007940164
82036000,0.80150574,0.000890562
83036000,0.71264106,0.00079182343
84048000,0.6002858,0.0006669843
85056000,0.47431785,0.00052701985
86068000,0.32169807,0.00035744233
