timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620428,0,955.9615,11.827759
1996000,1996000,6620428,0,955.95245,11.827789
2984000,2984000,6620428,0,955.9524,11.827789
3992000,3992000,6620428,0,955.9655,11.827789
5000000,5000000,6620428,0,955.9416,11.827789
5984000,5984000,6620428,0,955.94586,11.827789
6992000,6992000,6620428,0,955.9434,11.827789
8000000,8000000,6620428,0,955.9491,11.827789
8988000,8988000,6620428,0,955.9418,11.827789
9996000,9996000,6620428,0,955.9423,11.827789
10984000,10984000,6620428,0,955.9396,11.827789
11992000,11992000,6620428,0,955.9439,11.827789
13000000,13000000,6620428,0,955.96063,11.827789
13988000,13988000,6620428,0,955.96063,11.827789
14996000,14996000,6620428,0,955.9223,11.827789
15980000,15980000,6620428,0,955.9579,11.827789
16988000,16988000,6620428,0,955.94006,11.827789
17996000,17996000,6620428,0,955.9424,11.827789
18984000,18984000,6620428,0,955.9411,11.827301
19992000,19992000,6620428,0,955.8599,11.82309
21000000,21000000,6620428,0,955.80304,11.819672
21988000,21988000,6620428,0,955.77997,11.817505
22996000,22996000,6620428,0,955.71436,11.814697
23984000,23984000,6620428,0,955.6987,11.813507
24992000,24992000,6620428,0,955.69434,11.813477
25976000,25976000,6620428,0,955.70624,11.813721
26984000,26984000,6620428,0,955.71985,11.814026
27992000,27992000,6620428,0,955.72015,11.814453
29000000,29000000,6620428,0,955.7964,11.818848
29988000,29988000,6620428,0,955.86847,11.823181
30996000,30996000,6620428,0,955.9515,11.827667
31984000,31984000,6620428,0,955.9519,11.827759
32992000,32992000,6620428,0,955.9608,11.827759
