timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,104.60156,128.18819,0,14,8107,1024000,0,3,253
2000000,158.51367,87.28726,0,67,8378,1024000,0,3,253
3000000,213.33789,75.75919,0,117,9002,1024000,0,3,253
4000000,267.7256,70.1587,0,168,8939,1024000,0,3,253
5000000,323.65234,67.20356,0,220,9363,1024000,0,3,253
6000000,379.52148,65.25472,0,262,10997,1024000,0,3,253
7000000,442.1631,64.871346,0,310,9054,1024000,0,3,253
8000000,506.05176,64.74562,0,357,7024,1024000,0,3,253
9000000,563.5596,63.924633,0,414,10539,1024000,0,3,253
10000000,627.58496,63.9349,0,474,7144,1024000,0,3,253
11000000,683.99805,63.23946,0,536,10859,1024000,0,3,253
12000000,743.9346,62.959934,0,596,10592,1024000,0,3,253
13000000,804.24316,62.753056,0,649,10680,1024000,0,3,253
14000000,863.4863,62.499012,0,710,10924,1024000,0,3,253
15000000,928.47754,62.66722,0,764,6918,1024000,0,3,253
16000000,988.9961,62.53137,0,818,6901,1024000,0,3,253
17000000,1046.3252,62.222,0,879,10422,1024000,0,3,253
18000000,1106.6699,62.116634,0,946,10407,1024000,0,3,253
19000000,1166.7227,62.006947,0,1005,10621,1024000,0,3,253
20000000,1228.0576,61.97303,0,1058,10686,1024000,0,3,253
21000000,1288.2598,61.88796,0,1115,10828,1024000,0,3,253
22000000,1353.6143,62.046856,0,1174,7019,1024000,0,3,253
23000000,1413.959,61.97226,0,1233,7358,1024000,0,3,253
24000000,1471.794,61.798534,0,1289,10323,1024000,0,3,253
25000000,1534.7598,61.845577,0,1345,7250,1024000,0,3,253
26000000,1594.917,61.780174,0,1401,6745,1024000,0,3,253
27000000,1654.6367,61.703335,0,1450,6801,1024000,0,3,253
28000000,1714.6953,61.644207,0,1512,7574,1024000,0,3,253
29000000,1775.3936,61.61138,0,1573,7295,1024000,0,3,253
30000000,1836.8252,61.605354,0,1627,6941,1024000,0,3,253
31000000,1897.0322,61.559975,0,1689,6971,1024000,0,3,253
32000000,1958.1064,61.54471,0,1747,6745,1024000,0,3,253
