timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
8208000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
27648000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
32492000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32540000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32592000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32640000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32688000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32740000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32792000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32840000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32892000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32940000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32992000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33040000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33092000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33140000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33192000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33240000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33292000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33340000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33392000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33440000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33492000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33540000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33592000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33640000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33696000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33752000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33800000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33852000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33900000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33952000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34000000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34052000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34100000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34152000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34200000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34252000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34300000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34352000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34400000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34452000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
