timestamp,load,ram_usage
1004000,0.1,0.344259
1504000,0.08,0.34410974
2004000,0.06,0.34446788
2504000,0.08,0.34421664
3004000,0.078431375,0.34335798
3504000,0.1,0.34402746
4004000,0.06,0.34458464
4504000,0.06666667,0.34467873
5004000,0.09803922,0.34481174
5504000,0.08,0.34480584
6004000,0.08,0.34484622
6504000,0.06557377,0.34489894
7004000,0.06666667,0.34507972
7504000,0.1,0.34484228
8004000,0.06666667,0.34495658
8504000,0.06,0.34469056
9004000,0.1,0.3447807
9504000,0.05,0.34497333
10004000,0.09803922,0.3450487
10504000,0.08,0.34505016
11004000,0.08,0.3450689
11504000,0.08,0.34506792
12004000,0.08,0.34500435
12504000,0.08,0.34479302
13004000,0.1,0.34483242
13504000,0.06,0.34472603
14004000,0.078431375,0.34490138
14504000,0.08,0.344928
15004000,0.08,0.34491962
15504000,0.08,0.3448886
16004000,0.08,0.34494868
16504000,0.08,0.34471568
17004000,0.06666667,0.34480387
17504000,0.08,0.34483883
18004000,0.08,0.3448285
18504000,0.08,0.34506544
19004000,0.06,0.34498712
19504000,0.1,0.34501323
20004000,0.05882353,0.34499845
20504000,0.08,0.34489843
21004000,0.08,0.34494376
21504000,0.08,0.34497726
22004000,0.08,0.34498072
22504000,0.08,0.34472948
23004000,0.078431375,0.3446659
23504000,0.08,0.34462404
24004000,0.08,0.3446201
24504000,0.08,0.3446748
25004000,0.08,0.34419298
25504000,0.06,0.34415212
26004000,0.08,0.3442255
26504000,0.08,0.34420037
27004000,0.05,0.34437773
27504000,0.08,0.3443802
28004000,0.08,0.34442848
28504000,0.078431375,0.34443635
29004000,0.08,0.34384125
29504000,0.08,0.34392157
30004000,0.08,0.34396046
30504000,0.06,0.34403536
31004000,0.078431375,0.34408364
31504000,0.1,0.34417084
32004000,0.08,0.3441989
32504000,0.08,0.34397575
33004000,0.06,0.343992
33504000,0.08,0.34396097
34004000,0.078431375,0.3439782
34504000,0.08,0.34389052
35004000,0.1,0.34405702
