timestamp,rtl_time_s,rtl_limit_fraction
8216000,0.00036385906,4.0428785e-07
9248000,0.020607023,2.2896693e-05
10276000,0.017079594,1.8977327e-05
11288000,0.033650853,3.738984e-05
12296000,0.04114439,4.571599e-05
13308000,0.06718262,7.464736e-05
14308000,0.04926882,5.4743137e-05
15316000,0.010637334,1.181926e-05
16328000,0.055284947,6.142772e-05
17336000,0.010104319,1.1227022e-05
18348000,0.036198758,4.0220846e-05
19348000,0.04316866,4.7965183e-05
20356000,0.11943443,0.00013270492
21368000,0.13128221,0.00014586913
22376000,0.17969179,0.00019965756
23388000,0.2899488,0.00032216535
24388000,0.37709254,0.00041899172
25396000,0.41758806,0.00046398674
26408000,0.39978668,0.00044420743
27416000,0.5608053,0.0006231171
28436000,0.69359946,0.0007706661
29448000,0.78284335,0.000869826
30456000,0.857383,0.0009526478
31468000,0.8670245,0.0009633606
32468000,0.8646462,0.000960718
33476000,0.8519035,0.00094655954
