timestamp,speed_xy,speed_up,speed_down,want_takeoff
8688000,5.0,3.0,1.0,0
8708000,5.0,3.0,1.0,0
9568000,5.0,3.0,1.0,0
27648000,5.0,3.0,1.0,0
27668000,5.0,3.0,1.0,0
28648000,5.0,3.0,1.0,0
29648000,5.0,3.0,1.0,0
30648000,5.0,3.0,1.0,0
31648000,5.0,3.0,1.0,0
32648000,5.0,3.0,1.0,0
33648000,5.0,3.0,1.0,0
