timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
35832000,35824000,1311004,250.0,0.24414062,nan,nan,nan,nan,41.992188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,253.0,25.0,45.0
38912000,38900000,1311004,250.0,0.24414062,nan,nan,nan,nan,nan,nan,nan,nan,47.36328,47.851562,48.339844,48.828125,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,4.0,4.0,224.0,157.0,124.0
40956000,40948000,1311004,250.0,0.24414062,nan,nan,nan,nan,nan,nan,nan,nan,47.36328,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,254.0,221.0,272.0
50168000,50160000,1311004,250.0,0.24414062,nan,nan,nan,nan,37.59883,38.563976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,nan,nan,nan,nan,nan,nan,434.0,176.0,0.0
54256000,54256000,1311004,250.0,0.24414062,nan,nan,nan,nan,57.128906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,519.0,27.0,0.0
69628000,69616000,1311004,250.0,0.24414062,nan,nan,nan,nan,61.035156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,272.0,44.0,0.0
