timestamp,speed_xy,speed_up,speed_down,want_takeoff
8692000,5.0,3.0,1.0,0
8712000,5.0,3.0,1.0,0
9592000,5.0,3.0,1.0,0
27652000,5.0,3.0,1.0,0
27672000,5.0,3.0,1.0,0
28652000,5.0,3.0,1.0,0
29652000,5.0,3.0,1.0,0
30652000,5.0,3.0,1.0,0
31652000,5.0,3.0,1.0,0
32652000,5.0,3.0,1.0,0
33652000,5.0,3.0,1.0,0
34652000,5.0,3.0,1.0,0
35652000,5.0,3.0,1.0,0
