timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
7668000,0.0,-0.0,1.5774796,0.0,0.7047399,0.0,0.0,0.70946574,0.0,0.0,-0.0,0,0,0,0,0
7676000,0.0,-0.0,1.5774988,0.0,0.70473313,0.0,0.0,0.7094725,0.0,0.0,-0.0,0,0,0,0,0
7716000,0.0,-0.0,1.577665,0.0,0.7046742,0.0,0.0,0.70953107,0.0,0.0,-0.0,0,0,0,0,0
7764000,0.0,-0.0,1.5778452,0.0,0.7046102,0.0,0.0,0.70959455,0.0,0.0,-0.0,0,0,0,0,0
7816000,0.0,-0.0,1.577825,0.0,0.70461744,0.0,0.0,0.7095874,0.0,0.0,-0.0,0,0,0,0,0
7864000,0.0,-0.0,1.5779114,0.0,0.70458674,0.0,0.0,0.70961785,0.0,0.0,-0.0,0,0,0,0,0
7920000,0.0,-0.0,1.5780087,0.0,0.70455223,0.0,0.0,0.7096521,0.0,0.0,-0.0,0,0,0,0,0
7964000,0.0,-0.0,1.5781173,0.0,0.7045137,0.0,0.0,0.7096904,0.0,0.0,-0.0,0,0,0,0,0
8020000,0.0,-0.0,1.5780481,0.0,0.7045382,0.0,0.0,0.709666,0.0,0.0,-0.0,0,0,0,0,0
8068000,0.0,-0.0,1.5781178,0.0,0.7045135,0.0,0.0,0.7096906,0.0,0.0,-0.0,0,0,0,0,0
8120000,0.0,-0.0,1.578459,0.0,0.70439243,0.0,0.0,0.70981073,0.0,0.0,-0.0,0,0,0,0,0
8168000,0.0,-0.0,1.5786757,0.0,0.7043155,0.0,0.0,0.7098871,0.0,0.0,-0.0,0,0,0,0,0
8212000,0.0,-0.0,1.5788404,0.0,0.7042571,0.0,0.0,0.709945,0.0,0.0,-0.001,0,0,0,0,0
8260000,0.0,-0.0,1.5789298,0.0,0.70422536,0.0,0.0,0.7099765,0.0,0.0,-0.001,0,0,0,0,0
8320000,0.0,-0.0,1.5791367,0.0,0.70415187,0.0,0.0,0.71004945,0.0,0.0,-0.001,0,0,0,0,0
8360000,0.0,-0.0,1.5794005,0.0,0.7040582,0.0,0.0,0.7101423,0.0,0.0,-0.001,0,0,0,0,0
8412000,0.0,-0.0,1.5796363,0.0,0.7039745,0.0,0.0,0.7102253,0.0,0.0,-0.001,0,0,0,0,0
8460000,0.0,-0.0,1.5797579,0.0,0.70393133,0.0,0.0,0.71026814,0.0,0.0,-0.001,0,0,0,0,0
8512000,0.0,-0.0,1.5799568,0.0,0.7038607,0.0,0.0,0.71033806,0.0,0.0,-0.001,0,0,0,0,0
8560000,0.0,-0.0,1.5799649,0.0,0.7038578,0.0,0.0,0.7103409,0.0,0.0,-0.001,0,0,0,0,0
8612000,0.0,-0.0,1.5800259,0.0,0.70383614,0.0,0.0,0.7103624,0.0,0.0,-0.001,0,0,0,0,0
8660000,0.0,-0.0,1.5802162,0.0,0.70376855,0.0,0.0,0.7104293,0.0,0.0,-0.001,0,0,0,0,0
8712000,0.0,-0.0,1.5804042,0.0,0.70370173,0.0,0.0,0.71049553,0.0,0.0,-0.001,0,0,0,0,0
8760000,0.0,-0.0,1.5806017,0.0,0.7036316,0.0,0.0,0.71056503,0.0,0.0,-0.001,0,0,0,0,0
8820000,0.0,-0.0,1.5807631,0.0,0.70357424,0.0,0.0,0.7106218,0.0,0.0,-0.001,0,0,0,0,0
8860000,0.0,-0.0,1.5807527,0.0,0.70357794,0.0,0.0,0.71061814,0.0,0.0,-0.001,0,0,0,0,0
8912000,0.0,-0.0,1.5808532,0.0,0.70354223,0.0,0.0,0.7106534,0.0,0.0,-0.001,0,0,0,0,0
8960000,0.0,-0.0,1.580824,0.0,0.7035526,0.0,0.0,0.7106433,0.0,0.0,-0.001,0,0,0,0,0
9020000,0.0,-0.0,1.5808532,0.0,0.70354223,0.0,0.0,0.7106534,0.0,0.0,-0.001,0,0,0,0,0
9060000,0.0,-0.0,1.5808325,0.0,0.70354956,0.0,0.0,0.71064615,0.0,0.0,-0.001,0,0,0,0,0
9120000,0.0,-0.0,1.5809793,0.0,0.7034974,0.0,0.0,0.7106978,0.0,0.0,-0.001,0,0,0,0,0
9160000,0.0,-0.0,1.5810959,0.0,0.7034559,0.0,0.0,0.71073884,0.0,0.0,-0.001,0,0,0,0,0
9220000,0.0,-0.0,1.5811894,0.0,0.7034227,0.0,0.0,0.71077174,0.0,0.0,-0.001,0,0,0,0,0
9260000,0.0,-0.0,1.5812931,0.0,0.7033859,0.0,0.0,0.7108082,0.0,0.0,-0.001,0,0,0,0,0
9312000,0.0,-0.0,1.5814401,0.0,0.7033336,0.0,0.0,0.71085995,0.0,0.0,-0.001,0,0,0,0,0
