timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1000000,0.0,0.0,0.0,1
1804000,0.0,0.0,0.0,1
2604000,0.0,0.0,0.0,1
3804000,1.7341038e-11,0.00018716347,0.00036864,0
4604000,0.0007526841,7.504199e-05,0.00033973862,0
5804000,5.6650046e-05,0.00016507467,0.000757249,0
6604000,0.000670368,4.0607047e-05,0.00069788063,0
7804000,0.00010082198,0.00015558329,0.0006171828,0
8604000,0.00012302492,0.00015064572,0.0005687956,0
9804000,0.00013774763,0.00014404784,0.00050323387,0
10604000,0.00062568294,3.5321496e-05,0.00046397356,0
11804000,0.00014034004,6.53725e-05,4.5874927e-05,0
12604000,0.00062334666,0.0001451201,4.2278323e-05,0
13804000,0.00017228379,2.5223422e-05,0.00039534108,0
14604000,0.0005640349,2.2487266e-05,0.0007596711,0
15804000,0.00022376266,1.8757637e-05,0.0014975839,0
16204000,0.00021490165,1.7622911e-05,0.0014382796,0
85804000,0.00021490165,1.7622911e-05,0.0014382796,1
86204000,0.00021490165,1.7622911e-05,0.0014382796,1
86604000,0.00021490165,1.7622911e-05,0.0014382796,1
87804000,0.00021490165,1.7622911e-05,0.0014382796,1
