timestamp,main_state_changes,main_state
20000,0,0
528000,0,0
1032000,0,0
1260000,0,0
1512000,0,0
2016000,0,0
2520000,0,0
3024000,0,0
3528000,0,0
4032000,0,0
4536000,0,0
5040000,0,0
5544000,0,0
6048000,0,0
6552000,0,0
6600000,1,4
6612000,1,4
7116000,1,4
7620000,1,4
8124000,1,4
8628000,1,4
9132000,1,4
9636000,1,4
10140000,1,4
10644000,1,4
11148000,1,4
11304000,2,7
11808000,2,7
12312000,2,7
12816000,2,7
13320000,2,7
13824000,2,7
14328000,2,7
14832000,2,7
15336000,2,7
15840000,2,7
16344000,2,7
16356000,2,7
16860000,2,7
17364000,2,7
17868000,2,7
18372000,2,7
18876000,2,7
19380000,2,7
19884000,2,7
20388000,2,7
20892000,2,7
21396000,2,7
21900000,2,7
22404000,2,7
22908000,2,7
23412000,2,7
23916000,2,7
24420000,2,7
24924000,2,7
25428000,2,7
25932000,2,7
26436000,2,7
26940000,2,7
27444000,2,7
27948000,2,7
28452000,2,7
28956000,2,7
29460000,2,7
29964000,2,7
30468000,2,7
30972000,2,7
31476000,2,7
31980000,2,7
32484000,2,7
32988000,2,7
33492000,2,7
33996000,2,7
34500000,2,7
35004000,2,7
35508000,2,7
36012000,2,7
36516000,2,7
37020000,2,7
37524000,2,7
38028000,2,7
38532000,2,7
39036000,2,7
39540000,2,7
40044000,2,7
40548000,2,7
41052000,2,7
41556000,2,7
42060000,2,7
42564000,2,7
43068000,2,7
43572000,2,7
44076000,2,7
44580000,2,7
45084000,2,7
45588000,2,7
46092000,2,7
46596000,2,7
47100000,2,7
47604000,2,7
48108000,2,7
48612000,2,7
49116000,2,7
49620000,2,7
50124000,2,7
50628000,2,7
51132000,2,7
51636000,2,7
52140000,2,7
52644000,2,7
53148000,2,7
53652000,2,7
54156000,2,7
