timestamp,tilt_limit,takeoff_state
648000,0.0,1
6800000,0.0016000001,1
6812000,0.004,1
7800000,0.2015999,1
7840000,0.20943952,1
14640000,0.20943952,2
15640000,0.20943952,4
18652000,0.21183951,5
18660000,0.21343951,5
19652000,0.41183978,5
20652000,0.6118402,5
21520000,0.7853982,5
84000000,0.78379816,3
84012000,0.7813982,3
85000000,0.58379775,3
86000000,0.38379738,1
