timestamp,speed_xy,speed_up,speed_down,want_takeoff
7672000,5.0,3.0,1.0,0
7692000,5.0,3.0,1.0,0
8652000,5.0,3.0,1.0,0
9592000,5.0,3.0,1.0,0
75672000,5.0,3.0,1.0,0
75692000,5.0,3.0,1.0,0
76672000,5.0,3.0,1.0,0
77672000,5.0,3.0,1.0,0
78672000,5.0,3.0,1.0,0
79672000,5.0,3.0,1.0,0
80672000,5.0,3.0,1.0,0
81672000,5.0,3.0,1.0,0
82672000,5.0,3.0,1.0,0
83672000,5.0,3.0,1.0,0
84672000,5.0,3.0,1.0,0
85672000,5.0,3.0,1.0,0
86672000,5.0,3.0,1.0,0
