timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
796000,1659724681799754,0,473977419,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.5735887,0,nan,nan,0,3,0,1,10
1996000,1659724682999754,0,473977419,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.2825875,0,nan,nan,0,3,0,1,10
2996000,1659724683999754,0,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.02,3.8479273,0,nan,nan,0,3,0,1,10
3796000,1659724684799754,0,473977420,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.1133455,0,nan,nan,0,3,0,1,10
4996000,1659724685999754,0,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.971047,0,nan,nan,0,3,0,1,10
5796000,1659724686800753,0,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.03,5.9390063,0,nan,nan,0,3,0,1,10
6996000,1659724687999754,0,473977420,85455939,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.4421655,0,nan,nan,0,3,0,1,10
7796000,1659724688800753,0,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,5.881061,0,nan,nan,0,3,0,1,10
8996000,1659724690000754,0,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.0679669,0,nan,nan,0,3,0,1,10
9796000,1659724690800753,0,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.599889,0,nan,nan,0,3,0,1,10
10996000,1659724692000754,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.1690215,0,nan,nan,0,3,0,1,10
11796000,1659724692800753,0,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.984734,0,nan,nan,0,3,0,1,10
12996000,1659724694000754,0,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.51399946,0,nan,nan,0,3,0,1,10
13796000,1659724694800753,0,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9966292,0,nan,nan,0,3,0,1,10
14996000,1659724696000754,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.8405695,0,nan,nan,0,3,0,1,10
15796000,1659724696800753,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.1725857,0,nan,nan,0,3,0,1,10
16996000,1659724697999754,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.010646509,0,nan,nan,0,3,0,1,10
17796000,1659724698800753,0,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.5198054,0,nan,nan,0,3,0,1,10
18996000,1659724699999754,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.02,6.0700803,0,nan,nan,0,3,0,1,10
19796000,1659724700800753,0,473977420,85455939,488054,488054,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.06,0.06,-0.03,-0.02,5.7986817,0,nan,nan,0,3,0,1,10
20996000,1659724701999754,0,473977435,85455927,488200,488200,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19,0.14999999,-0.099999994,-0.19,5.6793013,0,nan,nan,0,3,0,1,10
21796000,1659724702800753,0,473977447,85455916,488374,488374,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.17999999,0.14999999,-0.089999996,-0.21,5.7117643,0,nan,nan,0,3,0,1,10
22996000,1659724703999754,0,473977461,85455901,488702,488702,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.11,0.08,-0.08,-0.26999998,5.501627,0,nan,nan,0,3,0,1,10
23796000,1659724704800753,0,473977465,85455894,488942,488942,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,0.02,-0.04,-0.29,5.169316,0,nan,nan,0,3,0,1,10
24996000,1659724705999754,0,473977463,85455889,489313,489313,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.07,-0.08,0.0,-0.31,3.0641,0,nan,nan,0,3,0,1,10
25796000,1659724706800753,0,473977448,85455901,489576,489576,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.35999998,-0.31,0.21,-0.31,2.5509732,0,nan,nan,0,3,0,1,10
26996000,1659724707999754,0,473977419,85455930,489934,489934,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.22,-0.19,0.11,-0.35,2.6076965,0,nan,nan,0,3,0,1,10
27796000,1659724708800753,0,473977408,85455939,490239,490239,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.11,-0.099999994,0.06,-0.39999998,2.5877998,0,nan,nan,0,3,0,1,10
28996000,1659724709999754,0,473977408,85456005,490558,490558,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.0,0.11,0.97999996,-0.01,1.4510667,0,nan,nan,0,3,0,1,10
29796000,1659724710800753,0,473977417,85456111,490520,490520,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.84999996,0.089999996,0.84999996,0.08,1.4604915,0,nan,nan,0,3,0,1,10
30996000,1659724711999754,0,473977424,85456190,490394,490394,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.17,0.03,0.17,0.11,1.378112,0,nan,nan,0,3,0,1,10
31796000,1659724712800753,0,473977424,85456195,490322,490322,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,-0.01,-0.02,0.08,4.038866,0,nan,nan,0,3,0,1,10
32996000,1659724714000754,0,473977422,85456185,490234,490234,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,-0.02,-0.049999997,0.04,4.2828636,0,nan,nan,0,3,0,1,10
33796000,1659724714799754,0,473977422,85456181,490196,490196,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.01,0.0,0.0,0.03,4.404513,0,nan,nan,0,3,0,1,10
34996000,1659724716000754,0,473977424,85456183,490146,490146,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.06,0.06,0.02,0.099999994,0.29461157,0,nan,nan,0,3,0,1,10
35796000,1659724716799754,0,473977434,85456184,490090,490090,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.14,0.13,-0.01,0.0,6.189461,0,nan,nan,0,3,0,1,10
36996000,1659724718000754,0,473977501,85456184,490115,490115,0.25,0.5,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0.04,0.0,0.04066617,0,nan,nan,0,3,0,1,10
37796000,1659724718799754,0,473977564,85456190,490119,490119,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.65,0.65,0.049999997,-0.01,0.08761553,0,nan,nan,0,3,0,1,10
38996000,1659724720000754,0,473977598,85456199,490108,490108,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.06,0.03,0.04,0.0,0.94247776,0,nan,nan,0,3,0,1,10
39796000,1659724720799754,0,473977596,85456203,490094,490094,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.07,-0.07,0.01,0.01,2.904926,0,nan,nan,0,3,0,1,10
40996000,1659724722000754,0,473977590,85456202,490073,490073,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,-0.01,-0.03,0.02,4.1538835,0,nan,nan,0,3,0,1,10
41796000,1659724722799754,0,473977590,85456198,490045,490045,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,0.01,-0.03,0.03,5.184675,0,nan,nan,0,3,0,1,10
42996000,1659724724000754,0,473977593,85456194,490000,490000,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,0.03,-0.04,0.11,5.4276247,0,nan,nan,0,3,0,1,10
43796000,1659724724799754,0,473977596,85456184,489931,489931,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.11,0.03,-0.11,0.02,4.999321,0,nan,nan,0,3,0,1,10
44796000,1659724725799754,0,473977599,85456162,489931,489931,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.22999999,0.03,-0.22999999,0.0,4.8818603,0,nan,nan,0,3,0,1,10
45996000,1659724727000754,0,473977602,85456113,489953,489953,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.38,0.01,-0.38,0.0,4.7493896,0,nan,nan,0,3,0,1,10
46796000,1659724727799754,0,473977603,85456069,489970,489970,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.45,-0.01,-0.45,-0.06,4.679577,0,nan,nan,0,3,0,1,10
47996000,1659724729000754,0,473977600,85455997,490018,490018,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.32999998,-0.02,-0.32999998,-0.01,4.6307077,0,nan,nan,0,3,0,1,10
48796000,1659724729799754,0,473977597,85455973,490032,490032,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.13,-0.03,-0.13,-0.02,4.4863687,0,nan,nan,0,3,0,1,10
49996000,1659724731000754,0,473977595,85455964,490051,490051,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.01,-0.01,0.0,-0.03,3.5100317,0,nan,nan,0,3,0,1,10
50796000,1659724731799754,0,473977594,85455964,490061,490061,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.02,-0.01,0.0,0.01,3.186273,0,nan,nan,0,3,0,1,10
51996000,1659724733000754,0,473977583,85455959,490024,490024,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19999999,-0.21,-0.04,0.0,3.3431783,0,nan,nan,0,3,0,1,10
52796000,1659724733799754,0,473977537,85455955,490051,490051,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.97999996,-0.98999995,-0.03,-0.01,3.1730087,0,nan,nan,0,3,0,1,10
53996000,1659724735000754,0,473977445,85455949,490075,490075,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.53,-0.53999996,-0.03,-0.01,3.2115803,0,nan,nan,0,3,0,1,10
54796000,1659724735799754,0,473977422,85455946,490091,490091,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.13,-0.13,-0.01,-0.01,3.2677798,0,nan,nan,0,3,0,1,10
55996000,1659724737000754,0,473977422,85455943,490120,490120,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,0.049999997,-0.01,-0.04,5.995555,0,nan,nan,0,3,0,1,10
56796000,1659724737799754,0,473977426,85455942,490139,490139,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,0.04,0.0,0.0,6.264859,0,nan,nan,0,3,0,1,10
57996000,1659724739000754,0,473977426,85455942,490162,490162,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.01,-0.01,0.0,-0.01,2.933724,0,nan,nan,0,3,0,1,10
58996000,1659724740000754,0,473977424,85455943,490169,490169,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.03,0.01,0.02,0.11,1.1726866,0,nan,nan,0,3,0,1,10
59796000,1659724740799754,0,473977428,85455948,490108,490108,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.07,0.06,0.03,0.02,0.49218282,0,nan,nan,0,3,0,1,10
60996000,1659724742000754,0,473977442,85455956,490120,490120,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19999999,0.17999999,0.07,0.01,0.38903388,0,nan,nan,0,3,0,1,10
61796000,1659724742799754,0,473977457,85455965,490116,490116,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.26,0.25,0.08,0.01,0.3307399,0,nan,nan,0,3,0,1,10
62996000,1659724744000754,0,473977488,85455985,490095,490095,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.34,0.29999998,0.14,0.0,0.45046946,0,nan,nan,0,3,0,1,10
63796000,1659724744799754,0,473977510,85456003,490072,490072,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.35999998,0.32,0.17999999,0.04,0.51173055,0,nan,nan,0,3,0,1,10
64996000,1659724745999754,0,473977545,85456035,490053,490053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.38,0.29999998,0.22999999,0.01,0.64071035,0,nan,nan,0,3,0,1,10
65796000,1659724746800753,0,473977566,85456061,490040,490040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.35999998,0.26,0.22999999,-0.03,0.7248352,0,nan,nan,0,3,0,1,10
66996000,1659724747999754,0,473977592,85456100,490007,490007,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.29,0.17999999,0.21,0.049999997,0.8625417,0,nan,nan,0,3,0,1,10
67796000,1659724748800753,0,473977603,85456116,489974,489974,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.16,0.13,0.08,0.02,0.5590289,0,nan,nan,0,3,0,1,10
68996000,1659724749999754,0,473977614,85456120,489917,489917,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.08,0.06,-0.04,0.06,5.704609,0,nan,nan,0,3,0,1,10
69796000,1659724750800753,0,473977618,85456111,489875,489875,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.11,0.02,-0.11,0.06,4.8970447,0,nan,nan,0,3,0,1,10
70996000,1659724751999754,0,473977617,85456087,489803,489803,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.19,-0.03,-0.17,0.04,4.5111523,0,nan,nan,0,3,0,1,10
71796000,1659724752800753,0,473977612,85456065,489756,489756,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.22999999,-0.08,-0.21,0.04,4.337841,0,nan,nan,0,3,0,1,10
72996000,1659724753999754,0,473977598,85456027,489688,489688,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.29,-0.14999999,-0.24,0.07,4.1662755,0,nan,nan,0,3,0,1,10
73796000,1659724754800753,0,473977585,85456001,489660,489660,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.34,-0.24,-0.22,-0.02,3.8758526,0,nan,nan,0,3,0,1,10
74996000,1659724755999754,0,473977521,85455977,489669,489669,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.65,-0.65,-0.07,0.0,3.2627184,0,nan,nan,0,3,0,1,10
75796000,1659724756800753,0,473977483,85455971,489674,489674,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.38,-0.39,-0.03,-0.01,3.2360148,0,nan,nan,0,3,0,1,10
76996000,1659724757999754,0,473977489,85455978,489014,489014,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.35,0.35,0.049999997,0.95,0.15411258,0,nan,nan,0,3,0,1,10
77796000,1659724758800753,0,473977513,85455982,488200,488200,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.32,0.32,0.0,1.11,0.019198623,0,nan,nan,0,3,0,1,10
