timestamp,mag_inconsistency_angle
496000,7.1167987e-09
992000,7.009506e-09
1496000,6.972437e-09
1992000,8.541783e-05
2496000,8.076938e-06
2992000,8.109169e-07
3496000,8.506691e-08
3992000,1.7046744e-08
4500000,8.788918e-09
4996000,9.24657e-09
5488000,8.075528e-09
5996000,8.320667e-09
6500000,8.969118e-09
6996000,8.275883e-09
7492000,8.346772e-09
7996000,7.958622e-09
8492000,7.313122e-09
9000000,7.2415305e-09
9492000,8.4905265e-09
10000000,8.146247e-09
10496000,7.89774e-09
11000000,7.93094e-09
11496000,8.227004e-09
12000000,0.00077636703
12496000,7.7209224e-05
12992000,7.684878e-06
13496000,7.320222e-07
13992000,8.1111125e-08
14488000,0.00035386506
14632000,0.00018165662
86000000,0.00017257436
86008000,0.00016394634
86504000,1.6309205e-05
