timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
804000,0.0,0.0,0.0,1
1608000,5.3709824e-05,2.251439e-06,0.0,0
2808000,0.00070097024,0.00010530202,0.0,0
3808000,0.0012272054,0.00019115082,0.00018432,0
4608000,0.001010194,1.6516558e-05,0.00016986931,0
5808000,0.0006203861,8.04209e-05,0.00041236263,0
6608000,0.00095945335,2.188555e-05,0.0003800334,0
7808000,0.0010456776,8.019046e-05,0.0004183498,0
8608000,0.00060934096,7.79021e-05,0.00038555116,0
9808000,0.00060583407,0.00017561273,0.00025303703,0
10608000,0.0004003845,6.9163565e-05,0.00023319891,0
11808000,0.0009661577,3.2118583e-05,0.00020631947,0
12608000,0.00043870648,7.28561e-05,0.000190144,0
13808000,0.0009633452,5.86744e-05,0.00016822724,0
14608000,0.0004571594,5.8072896e-05,0.00015503821,0
15808000,0.0005384134,4.3587144e-05,0.00013716788,0
16208000,0.00051687687,5.7007663e-05,0.00052108086,0
84208000,0.00051687687,5.7007663e-05,0.00052108086,1
84608000,0.00051687687,5.7007663e-05,0.00052108086,1
85008000,0.0007526839,0.00010119508,0.0,0
86208000,0.0006659265,8.641476e-05,0.0,0
