timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6800000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75656000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
84020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84224000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84280000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84332000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84380000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84432000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84480000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84532000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84580000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84632000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84680000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84728000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84780000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84832000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84880000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84932000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84980000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85032000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85080000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85132000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85180000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85232000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85280000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85332000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85380000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85432000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85480000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85532000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85580000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85632000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85680000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85736000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85792000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85840000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85892000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85940000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85992000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
