timestamp,accel_device_id,gyro_device_id
36000,1310988,1310988
708000,1310988,1310988
31016000,1310996,1310996
45036000,1310988,1310988
45212000,1310996,1310996
61396000,1310988,1310988
61812000,1311004,1311004
77568000,1310988,1310988
