timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,500000,1311004,1311004,9.791404e-06,2.4904597e-05,2.0617443e-05,-0.00030307582,-5.5662873e-05,-0.03921906,4000,4000,0,0
1000000,996000,1311004,1311004,-9.268851e-06,1.8321995e-05,3.1733762e-06,-0.00022219327,1.2975886e-05,-0.03894761,4000,4000,0,0
1500000,1496000,1311004,1311004,8.50422e-06,1.9035579e-05,6.519933e-06,-0.00022226715,0.000105389045,-0.039009284,4000,4000,0,0
2000000,1996000,1311004,1311004,1.14062495e-05,1.7274855e-05,-1.2870178e-05,0.0003538419,-4.700039e-05,-0.039590254,4000,4000,0,0
2500000,2496000,1311004,1311004,-2.6877499e-06,4.996122e-06,2.4381347e-06,0.00011128693,0.00015933486,-0.039112203,4000,4000,0,0
3000000,2996000,1311004,1311004,4.8754982e-06,2.6745704e-05,-5.51155e-06,-0.00012900493,-0.00010320214,-0.039271962,4000,4000,0,0
3500000,3496000,1311004,1311004,2.711554e-05,-1.5159784e-05,-6.622682e-06,-5.5202123e-05,-0.00031473697,-0.03916987,4000,4000,0,0
4000000,3996000,1311004,1311004,-1.29692025e-05,-1.2502779e-05,-3.118244e-06,3.712754e-05,-0.00025877135,-0.03912577,4000,4000,0,0
4496000,4492000,1311004,1311004,1.5014675e-05,1.0227985e-05,-3.2597404e-06,5.1237395e-05,-0.00037516197,-0.03896312,4000,4000,0,0
5000000,4996000,1311004,1311004,2.4492925e-05,2.6794272e-05,-6.9472285e-06,0.00038030674,-0.0003837875,-0.039380863,4000,4000,0,0
5500000,5496000,1311004,1311004,-1.3185791e-05,4.464393e-06,-1.516576e-05,0.00017815907,-0.00039757387,-0.03912844,4000,4000,0,0
6000000,5996000,1311004,1311004,-1.6987507e-05,1.12812595e-05,-1.9467214e-07,-4.6038112e-05,-0.00017870351,-0.038883917,4000,4000,0,0
6500000,6496000,1311004,1311004,-2.640262e-05,-2.6153941e-06,1.4890819e-05,7.1597475e-05,-0.00014210638,-0.03907603,4000,4000,0,0
7000000,6996000,1311004,1311004,2.6704207e-05,-2.3002076e-05,-9.584238e-06,-0.00011205874,-0.00038787027,-0.039143655,4000,4000,0,0
7500000,7496000,1311004,1311004,-1.1161471e-05,1.8776219e-06,1.7161534e-05,-7.997116e-05,-0.00039914722,-0.038868506,4000,4000,0,0
7996000,7992000,1311004,1311004,1.6301969e-05,-2.174984e-05,-9.0393005e-06,-0.00011478461,-0.0003837082,-0.039084297,4000,4000,0,0
8500000,8496000,1311004,1311004,6.472759e-06,-7.722259e-07,-1.4910017e-05,-0.00014936505,-0.00020583528,-0.039231975,4000,4000,0,0
9000000,8996000,1311004,1311004,-3.1162373e-05,3.641921e-05,6.8918266e-06,0.0003008457,-0.00032282455,-0.03900176,4000,4000,0,0
9496000,9492000,1311004,1311004,1.9995123e-05,1.1610978e-05,3.339019e-05,-6.608412e-05,-0.00019428357,-0.039336897,4000,4000,0,0
10000000,9996000,1311004,1311004,-2.1685814e-06,-1.9841066e-06,2.5936502e-05,-0.00020031535,-0.00023243684,-0.03900149,4000,4000,0,0
10500000,10496000,1311004,1311004,-7.2125786e-06,-1.5193229e-05,3.0548792e-05,-3.6995472e-05,-0.00047745972,-0.03884547,4000,4000,0,0
10996000,10992000,1311004,1311004,5.596804e-06,7.638628e-06,7.424366e-06,0.000106294676,-0.00018459004,-0.039175574,4000,4000,0,0
11500000,11496000,1311004,1311004,-2.8886265e-05,-3.157946e-05,-1.945272e-05,9.453483e-05,-0.00054556073,-0.03914731,4000,4000,0,0
11996000,11992000,1311004,1311004,1.346732e-05,9.618371e-07,-2.0175106e-05,4.107139e-06,-0.00052106736,-0.038537215,4000,4000,0,0
12500000,12496000,1311004,1311004,3.7360444e-06,-5.68083e-06,6.3964435e-06,0.00011811778,-3.5341578e-05,-0.039122153,4000,4000,0,0
13000000,12996000,1311004,1311004,-1.689584e-05,-2.2653263e-05,1.2982958e-05,-0.00015517918,-5.987159e-05,-0.03873865,4000,4000,0,0
13500000,13496000,1311004,1311004,7.3062965e-06,-2.7667336e-06,5.4873617e-06,8.9608584e-05,-0.0003855486,-0.03891366,4000,4000,0,0
14000000,13996000,1311004,1311004,1.32253335e-05,-1.127352e-05,-6.865023e-06,0.00016496103,-0.00027385788,-0.038853537,4000,4000,0,0
